year,player1,player2,player1_id,player2_id,player1_country,player2_country,player1_seed,player2_seed,court_name,court_id,num_sets_completed,match_type,match_status,match_id,tournament,league,player1_ranking,player2_ranking,player1_points,player2_points
2020,R.NADAL,H.DELLIEN,ATPN409,ATPDA31,ESP,BOL,1,0,Rod Laver Arena,1,3,Men's Singles,C,2020_MS101,australian_open,atp,2,111,9850,638
2020,F.DELBONIS,J.SOUSA,ATPD874,ATPSH90,ARG,POR,0,0,Court 19,21,3,Men's Singles,C,2020_MS102,australian_open,atp,82,90,825,776
2020,C.EUBANKS,P.GOJOWCZYK,ATPE865,ATPG967,USA,GER,0,0,Court 5,7,4,Men's Singles,C,2020_MS103,australian_open,atp,235,145,247,454
2020,J.KOVALIK,P.CARRENOBUSTA,ATPKC04,ATPCD85,SVK,ESP,0,27,Court 13,15,4,Men's Singles,C,2020_MS104,australian_open,atp,131,16,498,2535
2020,N.KYRGIOS,L.SONEGO,ATPKE17,ATPSU87,AUS,ITA,23,0,Melbourne Arena,3,3,Men's Singles,C,2020_MS105,australian_open,atp,45,33,1170,1568
2020,P.CUEVAS,G.SIMON,ATPC882,ATPSD32,URU,FRA,0,0,Court 3,5,3,Men's Singles,C,2020_MS106,australian_open,atp,67,63,917,1005
2020,Y.UCHIYAMA,M.YMER,ATPU134,ATPY268,JPN,SWE,0,0,Court 11,13,3,Men's Singles,C,2020_MS107,australian_open,atp,104,94,696,763
2020,M.VILELLAMARTINEZ,K.KHACHANOV,ATPV824,ATPKE29,ESP,RUS,0,16,Court 19,21,4,Men's Singles,C,2020_MS108,australian_open,atp,191,20,339,2245
2020,G.MONFILS,Y.LU,ATPMC65,ATPL575,FRA,TPE,10,0,1573 Arena,4,3,Men's Singles,C,2020_MS109,australian_open,atp,11,1008,2860,10
2020,I.KARLOVIC,V.POSPISIL,ATPK336,ATPPD07,CRO,CAN,0,0,Court 22,24,3,Men's Singles,C,2020_MS110,australian_open,atp,147,61,444,1006
2020,J.DUCKWORTH,A.BEDENE,ATPD994,ATPBH09,AUS,SLO,0,0,Court 8,10,5,Men's Singles,C,2020_MS111,australian_open,atp,103,58,701,1045
2020,E.GULBIS,F.AUGERALIASSIME,ATPG858,ATPAG37,LAT,CAN,0,20,1573 Arena,4,4,Men's Singles,C,2020_MS112,australian_open,atp,181,21,351,2216
2020,T.FRITZ,T.GRIEKSPOOR,ATPFB98,ATPGJ37,USA,NED,29,0,Court 13,15,3,Men's Singles,C,2020_MS113,australian_open,atp,29,153,1670,423
2020,I.IVASHKA,K.ANDERSON,ATPI305,ATPA678,BLR,RSA,0,0,1573 Arena,4,5,Men's Singles,C,2020_MS114,australian_open,atp,108,81,674,825
2020,A.BOLT,A.RAMOS-VINOLAS,ATPBI81,ATPR772,AUS,ESP,0,0,Court 7,9,5,Men's Singles,C,2020_MS115,australian_open,atp,171,46,380,1165
2020,A.MANNARINO,D.THIEM,ATPME82,ATPTB69,FRA,AUT,0,5,Margaret Court Arena,2,3,Men's Singles,C,2020_MS116,australian_open,atp,35,3,1516,9125
2020,D.MEDVEDEV,F.TIAFOE,ATPMM58,ATPTD51,RUS,USA,4,0,Rod Laver Arena,1,4,Men's Singles,C,2020_MS117,australian_open,atp,4,59,8470,1030
2020,D.KOEPFER,P.MARTINEZ,ATPKE73,ATPMO44,GER,ESP,0,0,Court 14,16,3,Men's Singles,C,2020_MS118,australian_open,atp,66,85,921,800
2020,A.POPYRIN,J.TSONGA,ATPP09Z,ATPT786,AUS,FRA,0,28,Melbourne Arena,3,3,Men's Singles,R,2020_MS120,australian_open,atp,113,62,623,1005
2020,J.ISNER,T.MONTEIRO,ATPI186,ATPMJ08,USA,BRA,19,0,Court 8,10,4,Men's Singles,C,2020_MS121,australian_open,atp,25,84,1850,804
2020,A.TABILO,D.GALAN,ATPTE30,ATPGE33,CHI,COL,0,0,Court 5,7,5,Men's Singles,C,2020_MS122,australian_open,atp,169,115,382,599
2020,M.KECMANOVIC,A.SEPPI,ATPKI95,ATPSA93,SRB,ITA,0,0,Court 10,12,3,Men's Singles,C,2020_MS123,australian_open,atp,44,106,1308,689
2020,D.DZUMHUR,S.WAWRINKA,ATPD923,ATPW367,BIH,SUI,0,15,Melbourne Arena,3,4,Men's Singles,C,2020_MS124,australian_open,atp,119,18,562,2320
2020,D.GOFFIN,J.CHARDY,ATPGB88,ATPCA12,BEL,FRA,11,0,Court 3,5,3,Men's Singles,C,2020_MS125,australian_open,atp,15,75,2555,860
2020,P.HERBERT,C.NORRIE,ATPH996,ATPN771,FRA,GBR,0,0,Court 15,17,5,Men's Singles,C,2020_MS126,australian_open,atp,83,71,812,877
2020,Y.SUGITA,E.BENCHETRIT,ATPSE73,ATPBT68,JPN,FRA,0,0,Court 11,13,3,Men's Singles,C,2020_MS127,australian_open,atp,102,223,713,255
2020,C.O'CONNELL,A.RUBLEV,ATPO483,ATPRE44,AUS,RUS,0,17,Court 19,21,4,Men's Singles,C,2020_MS128,australian_open,atp,120,8,558,4119
2020,N.BASILASHVILI,S.KWON,ATPBG23,ATPKF17,GEO,KOR,26,0,Court 12,14,5,Men's Singles,C,2020_MS129,australian_open,atp,40,95,1395,752
2020,F.VERDASCO,E.DONSKOY,ATPV306,ATPD864,ESP,RUS,0,0,Court 14,16,3,Men's Singles,C,2020_MS130,australian_open,atp,65,123,975,540
2020,C.RUUD,E.GERASIMOV,ATPRH16,ATPGC89,NOR,BLR,0,0,Court 13,15,5,Men's Singles,C,2020_MS131,australian_open,atp,27,78,1739,834
2020,M.CECCHINATO,A.ZVEREV,ATPCF01,ATPZ355,ITA,GER,0,7,Margaret Court Arena,2,3,Men's Singles,C,2020_MS132,australian_open,atp,80,7,828,5525
2020,M.BERRETTINI,A.HARRIS,ATPBK40,ATPHB29,ITA,AUS,8,0,Melbourne Arena,3,3,Men's Singles,C,2020_MS133,australian_open,atp,10,229,3075,251
2020,T.SANDGREN,M.TRUNGELLITI,ATPSL08,ATPTA29,USA,ARG,0,0,Court 14,16,3,Men's Singles,C,2020_MS134,australian_open,atp,49,241,1081,226
2020,R.CARBALLESBAENA,R.BERANKIS,ATPCF59,ATPBE90,ESP,LTU,0,0,Court 12,14,3,Men's Singles,C,2020_MS135,australian_open,atp,97,69,731,889
2020,S.QUERREY,B.CORIC,ATPQ927,ATPCG80,USA,CRO,0,25,1573 Arena,4,3,Men's Singles,C,2020_MS136,australian_open,atp,53,24,1065,1855
2020,G.PELLA,J.SMITH,ATPPC11,ATPSJ55,ARG,AUS,22,0,Court 8,10,3,Men's Singles,C,2020_MS137,australian_open,atp,43,313,1310,143
2020,M.SAFWAT,G.BARRERE,ATPSK47,ATPBK24,EGY,FRA,0,0,Court 10,12,4,Men's Singles,C,2020_MS138,australian_open,atp,154,109,418,647
2020,J.THOMPSON,A.BUBLIK,ATPTC61,ATPBK92,AUS,KAZ,0,0,Court 3,5,3,Men's Singles,C,2020_MS139,australian_open,atp,51,50,1068,1070
2020,R.OPELKA,F.FOGNINI,ATPO522,ATPF510,USA,ITA,0,12,1573 Arena,4,5,Men's Singles,C,2020_MS140,australian_open,atp,39,17,1402,2400
2020,D.SHAPOVALOV,M.FUCSOVICS,ATPSU55,ATPF724,CAN,HUN,13,0,Margaret Court Arena,2,4,Men's Singles,C,2020_MS141,australian_open,atp,12,55,2830,1062
2020,J.SINNER,M.PURCELL,ATPS0AG,ATPPH71,ITA,AUS,0,0,Court 7,9,3,Men's Singles,C,2020_MS142,australian_open,atp,37,239,1444,238
2020,L.MAYER,T.PAUL,ATPMD56,ATPPL56,ARG,USA,0,0,Court 12,14,4,Men's Singles,C,2020_MS143,australian_open,atp,135,54,482,1065
2020,J.LONDERO,G.DIMITROV,ATPLB84,ATPD875,ARG,BUL,0,18,Melbourne Arena,3,4,Men's Singles,C,2020_MS144,australian_open,atp,79,19,832,2260
2020,H.HURKACZ,D.NOVAK,ATPHB71,ATPDB59,POL,AUT,31,0,Court 14,16,5,Men's Singles,C,2020_MS145,australian_open,atp,34,96,1518,737
2020,J.MILLMAN,U.HUMBERT,ATPMH30,ATPHH26,AUS,FRA,0,0,Court 3,5,4,Men's Singles,C,2020_MS146,australian_open,atp,38,30,1421,1646
2020,Q.HALYS,F.KRAJINOVIC,ATPHB64,ATPKB05,FRA,SRB,0,0,Court 22,24,5,Men's Singles,C,2020_MS147,australian_open,atp,203,31,310,1628
2020,S.JOHNSON,R.FEDERER,ATPJ386,ATPF324,USA,SUI,0,3,Rod Laver Arena,1,3,Men's Singles,C,2020_MS148,australian_open,atp,72,5,870,6630
2020,P.KOHLSCHREIBER,M.GIRON,ATPK435,ATPGC88,GER,USA,0,0,Melbourne Arena,3,3,Men's Singles,C,2020_MS150,australian_open,atp,98,73,729,869
2020,C.GARIN,S.TRAVAGLIA,ATPGD64,ATPTA12,CHI,ITA,0,0,Court 11,13,3,Men's Singles,C,2020_MS151,australian_open,atp,22,74,2170,869
2020,L.GIUSTINO,M.RAONIC,ATPGA79,ATPR975,ITA,CAN,0,32,Court 19,21,3,Men's Singles,C,2020_MS152,australian_open,atp,152,14,426,2580
2020,B.PAIRE,C.STEBE,ATPPD31,ATPSK94,FRA,GER,21,0,Court 22,24,5,Men's Singles,C,2020_MS153,australian_open,atp,28,126,1738,529
2020,M.CILIC,C.MOUTET,ATPC977,ATPMW02,CRO,FRA,0,0,Court 19,21,3,Men's Singles,C,2020_MS154,australian_open,atp,42,77,1325,838
2020,P.ANDUJAR,M.MMOH,ATPA596,ATPMP01,ESP,USA,0,0,Court 10,12,3,Men's Singles,C,2020_MS155,australian_open,atp,60,174,1024,368
2020,F.LOPEZ,R.BAUTISTAAGUT,ATPL397,ATPBD06,ESP,ESP,0,9,Court 13,15,3,Men's Singles,C,2020_MS156,australian_open,atp,64,13,998,2710
2020,D.SCHWARTZMAN,L.HARRIS,ATPSM37,ATPHG86,ARG,RSA,14,0,Court 8,10,3,Men's Singles,C,2020_MS157,australian_open,atp,9,87,3455,793
2020,A.DAVIDOVICHFOKINA,N.GOMBOS,ATPDH50,ATPGB93,ESP,SVK,0,0,Court 11,13,5,Men's Singles,C,2020_MS158,australian_open,atp,52,88,1066,789
2020,M.POLMANS,M.KUKUSHKIN,ATPPG94,ATPK926,AUS,KAZ,0,0,Court 7,9,5,Men's Singles,C,2020_MS159,australian_open,atp,124,89,539,776
2020,K.EDMUND,D.LAJOVIC,ATPE831,ATPL987,GBR,SRB,0,24,Court 15,17,3,Men's Singles,C,2020_MS160,australian_open,atp,48,26,1085,1785
2020,D.EVANS,M.MCDONALD,ATPE687,ATPMK66,GBR,USA,30,0,Court 14,16,5,Men's Singles,C,2020_MS161,australian_open,atp,32,193,1589,335
2020,Y.NISHIOKA,L.DJERE,ATPN732,ATPDB63,JPN,SRB,0,0,Court 15,17,4,Men's Singles,C,2020_MS162,australian_open,atp,56,57,1062,1058
2020,T.ITO,P.GUNNESWARAN,ATPI230,ATPGA94,JPN,IND,0,0,Court 5,7,3,Men's Singles,C,2020_MS163,australian_open,atp,186,129,342,506
2020,J.STRUFF,N.DJOKOVIC,ATPSL28,ATPD643,GER,SRB,0,2,Rod Laver Arena,1,4,Men's Singles,C,2020_MS164,australian_open,atp,36,1,1450,12030
2020,R.NADAL,F.DELBONIS,ATPN409,ATPD874,ESP,ARG,1,0,Rod Laver Arena,1,3,Men's Singles,C,2020_MS201,australian_open,atp,2,82,9850,825
2020,P.GOJOWCZYK,P.CARRENOBUSTA,ATPG967,ATPCD85,GER,ESP,0,27,Court 7,9,4,Men's Singles,C,2020_MS202,australian_open,atp,145,16,454,2535
2020,N.KYRGIOS,G.SIMON,ATPKE17,ATPSD32,AUS,FRA,23,0,Melbourne Arena,3,4,Men's Singles,C,2020_MS203,australian_open,atp,45,63,1170,1005
2020,M.YMER,K.KHACHANOV,ATPY268,ATPKE29,SWE,RUS,0,16,Court 3,5,5,Men's Singles,C,2020_MS204,australian_open,atp,94,20,763,2245
2020,G.MONFILS,I.KARLOVIC,ATPMC65,ATPK336,FRA,CRO,10,0,1573 Arena,4,4,Men's Singles,C,2020_MS205,australian_open,atp,11,147,2860,444
2020,A.BEDENE,E.GULBIS,ATPBH09,ATPG858,SLO,LAT,0,0,Court 19,21,3,Men's Singles,C,2020_MS206,australian_open,atp,58,181,1045,351
2020,T.FRITZ,K.ANDERSON,ATPFB98,ATPA678,USA,RSA,29,0,1573 Arena,4,5,Men's Singles,C,2020_MS207,australian_open,atp,29,81,1670,825
2020,A.BOLT,D.THIEM,ATPBI81,ATPTB69,AUS,AUT,0,5,Melbourne Arena,3,5,Men's Singles,C,2020_MS208,australian_open,atp,171,3,380,9125
2020,D.MEDVEDEV,P.MARTINEZ,ATPMM58,ATPMO44,RUS,ESP,4,0,Margaret Court Arena,2,3,Men's Singles,C,2020_MS209,australian_open,atp,4,85,8470,800
2020,J.MUNAR,A.POPYRIN,ATPMU94,ATPP09Z,ESP,AUS,0,0,Court 3,5,3,Men's Singles,C,2020_MS210,australian_open,atp,110,113,646,623
2020,J.ISNER,A.TABILO,ATPI186,ATPTE30,USA,CHI,19,0,Court 22,24,3,Men's Singles,C,2020_MS211,australian_open,atp,25,169,1850,382
2020,A.SEPPI,S.WAWRINKA,ATPSA93,ATPW367,ITA,SUI,0,15,Margaret Court Arena,2,5,Men's Singles,C,2020_MS212,australian_open,atp,106,18,689,2320
2020,D.GOFFIN,P.HERBERT,ATPGB88,ATPH996,BEL,FRA,11,0,Court 8,10,5,Men's Singles,C,2020_MS213,australian_open,atp,15,83,2555,812
2020,Y.SUGITA,A.RUBLEV,ATPSE73,ATPRE44,JPN,RUS,0,17,Court 19,21,3,Men's Singles,C,2020_MS214,australian_open,atp,102,8,713,4119
2020,N.BASILASHVILI,F.VERDASCO,ATPBG23,ATPV306,GEO,ESP,26,0,Court 13,15,4,Men's Singles,C,2020_MS215,australian_open,atp,40,65,1395,975
2020,E.GERASIMOV,A.ZVEREV,ATPGC89,ATPZ355,BLR,GER,0,7,Rod Laver Arena,1,3,Men's Singles,C,2020_MS216,australian_open,atp,78,7,834,5525
2020,M.BERRETTINI,T.SANDGREN,ATPBK40,ATPSL08,ITA,USA,8,0,1573 Arena,4,5,Men's Singles,C,2020_MS217,australian_open,atp,10,49,3075,1081
2020,R.BERANKIS,S.QUERREY,ATPBE90,ATPQ927,LTU,USA,0,0,Court 22,24,4,Men's Singles,C,2020_MS218,australian_open,atp,69,53,889,1065
2020,G.PELLA,G.BARRERE,ATPPC11,ATPBK24,ARG,FRA,22,0,Court 13,15,4,Men's Singles,C,2020_MS219,australian_open,atp,43,109,1310,647
2020,J.THOMPSON,F.FOGNINI,ATPTC61,ATPF510,AUS,ITA,0,12,Margaret Court Arena,2,5,Men's Singles,C,2020_MS220,australian_open,atp,51,17,1068,2400
2020,M.FUCSOVICS,J.SINNER,ATPF724,ATPS0AG,HUN,ITA,0,0,Court 22,24,3,Men's Singles,C,2020_MS221,australian_open,atp,55,37,1062,1444
2020,T.PAUL,G.DIMITROV,ATPPL56,ATPD875,USA,BUL,0,18,Margaret Court Arena,2,5,Men's Singles,C,2020_MS222,australian_open,atp,54,19,1065,2260
2020,H.HURKACZ,J.MILLMAN,ATPHB71,ATPMH30,POL,AUS,31,0,Melbourne Arena,3,3,Men's Singles,C,2020_MS223,australian_open,atp,34,38,1518,1421
2020,F.KRAJINOVIC,R.FEDERER,ATPKB05,ATPF324,SRB,SUI,0,3,Rod Laver Arena,1,3,Men's Singles,C,2020_MS224,australian_open,atp,31,5,1628,6630
2020,C.GARIN,M.RAONIC,ATPGD64,ATPR975,CHI,CAN,0,32,Melbourne Arena,3,3,Men's Singles,C,2020_MS226,australian_open,atp,22,14,2170,2580
2020,B.PAIRE,M.CILIC,ATPPD31,ATPC977,FRA,CRO,21,0,Court 3,5,5,Men's Singles,C,2020_MS227,australian_open,atp,28,42,1738,1325
2020,M.MMOH,R.BAUTISTAAGUT,ATPMP01,ATPBD06,USA,ESP,0,9,Melbourne Arena,3,4,Men's Singles,C,2020_MS228,australian_open,atp,174,13,368,2710
2020,D.SCHWARTZMAN,A.DAVIDOVICHFOKINA,ATPSM37,ATPDH50,ARG,ESP,14,0,Court 8,10,3,Men's Singles,C,2020_MS229,australian_open,atp,9,52,3455,1066
2020,M.POLMANS,D.LAJOVIC,ATPPG94,ATPL987,AUS,SRB,0,24,Court 3,5,3,Men's Singles,C,2020_MS230,australian_open,atp,124,26,539,1785
2020,D.EVANS,Y.NISHIOKA,ATPE687,ATPN732,GBR,JPN,30,0,Court 19,21,3,Men's Singles,C,2020_MS231,australian_open,atp,32,56,1589,1062
2020,T.ITO,N.DJOKOVIC,ATPI230,ATPD643,JPN,SRB,0,2,Rod Laver Arena,1,3,Men's Singles,C,2020_MS232,australian_open,atp,186,1,342,12030
2020,R.NADAL,P.CARRENOBUSTA,ATPN409,ATPCD85,ESP,ESP,1,27,Rod Laver Arena,1,3,Men's Singles,C,2020_MS301,australian_open,atp,2,16,9850,2535
2020,N.KYRGIOS,K.KHACHANOV,ATPKE17,ATPKE29,AUS,RUS,23,16,Melbourne Arena,3,5,Men's Singles,C,2020_MS302,australian_open,atp,45,20,1170,2245
2020,G.MONFILS,E.GULBIS,ATPMC65,ATPG858,FRA,LAT,10,0,Melbourne Arena,3,3,Men's Singles,C,2020_MS303,australian_open,atp,11,181,2860,351
2020,T.FRITZ,D.THIEM,ATPFB98,ATPTB69,USA,AUT,29,5,Margaret Court Arena,2,4,Men's Singles,C,2020_MS304,australian_open,atp,29,3,1670,9125
2020,D.MEDVEDEV,A.POPYRIN,ATPMM58,ATPP09Z,RUS,AUS,4,0,Rod Laver Arena,1,3,Men's Singles,C,2020_MS305,australian_open,atp,4,113,8470,623
2020,J.ISNER,S.WAWRINKA,ATPI186,ATPW367,USA,SUI,19,15,Court 3,5,1,Men's Singles,R,2020_MS306,australian_open,atp,25,18,1850,2320
2020,D.GOFFIN,A.RUBLEV,ATPGB88,ATPRE44,BEL,RUS,11,17,1573 Arena,4,4,Men's Singles,C,2020_MS307,australian_open,atp,15,8,2555,4119
2020,F.VERDASCO,A.ZVEREV,ATPV306,ATPZ355,ESP,GER,0,7,Margaret Court Arena,2,3,Men's Singles,C,2020_MS308,australian_open,atp,65,7,975,5525
2020,T.SANDGREN,S.QUERREY,ATPSL08,ATPQ927,USA,USA,0,0,1573 Arena,4,3,Men's Singles,C,2020_MS309,australian_open,atp,49,53,1081,1065
2020,G.PELLA,F.FOGNINI,ATPPC11,ATPF510,ARG,ITA,22,12,Melbourne Arena,3,3,Men's Singles,C,2020_MS310,australian_open,atp,43,17,1310,2400
2020,M.FUCSOVICS,T.PAUL,ATPF724,ATPPL56,HUN,USA,0,0,1573 Arena,4,3,Men's Singles,C,2020_MS311,australian_open,atp,55,54,1062,1065
2020,J.MILLMAN,R.FEDERER,ATPMH30,ATPF324,AUS,SUI,0,3,Rod Laver Arena,1,5,Men's Singles,C,2020_MS312,australian_open,atp,38,5,1421,6630
2020,S.TSITSIPAS,M.RAONIC,ATPTE51,ATPR975,GRE,CAN,6,32,Margaret Court Arena,2,3,Men's Singles,C,2020_MS313,australian_open,atp,6,14,5925,2580
2020,M.CILIC,R.BAUTISTAAGUT,ATPC977,ATPBD06,CRO,ESP,0,9,Melbourne Arena,3,5,Men's Singles,C,2020_MS314,australian_open,atp,42,13,1325,2710
2020,D.SCHWARTZMAN,D.LAJOVIC,ATPSM37,ATPL987,ARG,SRB,14,24,Margaret Court Arena,2,3,Men's Singles,C,2020_MS315,australian_open,atp,9,26,3455,1785
2020,Y.NISHIOKA,N.DJOKOVIC,ATPN732,ATPD643,JPN,SRB,0,2,Rod Laver Arena,1,3,Men's Singles,C,2020_MS316,australian_open,atp,56,1,1062,12030
2020,R.NADAL,N.KYRGIOS,ATPN409,ATPKE17,ESP,AUS,1,23,Rod Laver Arena,1,4,Men's Singles,C,2020_MS401,australian_open,atp,2,45,9850,1170
2020,G.MONFILS,D.THIEM,ATPMC65,ATPTB69,FRA,AUT,10,5,Rod Laver Arena,1,3,Men's Singles,C,2020_MS402,australian_open,atp,11,3,2860,9125
2020,D.MEDVEDEV,S.WAWRINKA,ATPMM58,ATPW367,RUS,SUI,4,15,Margaret Court Arena,2,5,Men's Singles,C,2020_MS403,australian_open,atp,4,18,8470,2320
2020,A.RUBLEV,A.ZVEREV,ATPRE44,ATPZ355,RUS,GER,17,7,Melbourne Arena,3,3,Men's Singles,C,2020_MS404,australian_open,atp,8,7,4119,5525
2020,T.SANDGREN,F.FOGNINI,ATPSL08,ATPF510,USA,ITA,0,12,Melbourne Arena,3,4,Men's Singles,C,2020_MS405,australian_open,atp,49,17,1081,2400
2020,M.FUCSOVICS,R.FEDERER,ATPF724,ATPF324,HUN,SUI,0,3,Rod Laver Arena,1,4,Men's Singles,C,2020_MS406,australian_open,atp,55,5,1062,6630
2020,M.RAONIC,M.CILIC,ATPR975,ATPC977,CAN,CRO,32,0,Margaret Court Arena,2,3,Men's Singles,C,2020_MS407,australian_open,atp,14,42,2580,1325
2020,D.SCHWARTZMAN,N.DJOKOVIC,ATPSM37,ATPD643,ARG,SRB,14,2,Rod Laver Arena,1,3,Men's Singles,C,2020_MS408,australian_open,atp,9,1,3455,12030
2020,R.NADAL,D.THIEM,ATPN409,ATPTB69,ESP,AUT,1,5,Rod Laver Arena,1,4,Men's Singles,C,2020_MS501,australian_open,atp,2,3,9850,9125
2020,S.WAWRINKA,A.ZVEREV,ATPW367,ATPZ355,SUI,GER,15,7,Rod Laver Arena,1,4,Men's Singles,C,2020_MS502,australian_open,atp,18,7,2320,5525
2020,T.SANDGREN,R.FEDERER,ATPSL08,ATPF324,USA,SUI,0,3,,0,5,Men's Singles,C,2020_MS503,australian_open,atp,49,5,1081,6630
2020,M.RAONIC,N.DJOKOVIC,ATPR975,ATPD643,CAN,SRB,32,2,Rod Laver Arena,1,3,Men's Singles,C,2020_MS504,australian_open,atp,14,1,2580,12030
2020,D.THIEM,A.ZVEREV,ATPTB69,ATPZ355,AUT,GER,5,7,Rod Laver Arena,1,4,Men's Singles,C,2020_MS601,australian_open,atp,3,7,9125,5525
2020,R.FEDERER,N.DJOKOVIC,ATPF324,ATPD643,SUI,SRB,3,2,Rod Laver Arena,1,3,Men's Singles,C,2020_MS602,australian_open,atp,5,1,6630,12030
2020,D.THIEM,N.DJOKOVIC,ATPTB69,ATPD643,AUT,SRB,5,2,Rod Laver Arena,1,5,Men's Singles,C,2020_MS701,australian_open,atp,3,1,9125,12030
2021,N.DJOKOVIC,J.CHARDY,ATPD643,ATPCA12,SRB,FRA,1,0,Rod Laver Arena,1,3,Men's Singles,C,2021_MS101,australian_open,atp,1,107,11540,718
2021,F.TIAFOE,S.TRAVAGLIA,ATPTD51,ATPTA12,USA,ITA,0,0,Court 5,7,3,Men's Singles,C,2021_MS102,australian_open,atp,38,78,1492,846
2021,R.OPELKA,Y.LU,ATPO522,ATPL575,USA,TPE,0,0,Court 12,14,3,Men's Singles,C,2021_MS103,australian_open,atp,26,568,1936,55
2021,A.RAMOS-VINOLAS,T.FRITZ,ATPR772,ATPFB98,ESP,USA,0,27,Court 15,17,4,Men's Singles,C,2021_MS104,australian_open,atp,45,23,1294,2050
2021,S.WAWRINKA,P.SOUSA,ATPW367,ATPS483,SUI,POR,17,0,John Cain Arena,3,3,Men's Singles,C,2021_MS105,australian_open,atp,82,173,822,391
2021,M.FUCSOVICS,M.POLMANS,ATPF724,ATPPG94,HUN,AUS,0,0,Court 14,16,5,Men's Singles,C,2021_MS106,australian_open,atp,40,196,1459,343
2021,C.MOUTET,J.MILLMAN,ATPMW02,ATPMH30,FRA,AUS,0,0,Court 3,5,5,Men's Singles,C,2021_MS107,australian_open,atp,92,72,797,875
2021,F.CORIA,M.RAONIC,ATPCE77,ATPR975,ARG,CAN,0,14,1573 Arena,4,3,Men's Singles,C,2021_MS108,australian_open,atp,63,70,976,884
2021,G.MONFILS,E.RUUSUVUORI,ATPMC65,ATPRH24,FRA,FIN,10,0,Court 13,15,5,Men's Singles,C,2021_MS109,australian_open,atp,21,95,2158,778
2021,Y.NISHIOKA,P.MARTINEZ,ATPN732,ATPMO44,JPN,ESP,0,0,Court 17,19,4,Men's Singles,C,2021_MS110,australian_open,atp,81,60,823,1001
2021,A.BEDENE,A.BUBLIK,ATPBH09,ATPBK92,SLO,KAZ,0,0,Court 12,14,3,Men's Singles,I,2021_MS111,australian_open,atp,109,36,715,1538
2021,S.STAKHOVSKY,D.LAJOVIC,ATPSC77,ATPL987,UKR,SRB,0,23,Court 16,18,5,Men's Singles,C,2021_MS112,australian_open,atp,220,33,293,1591
2021,A.MANNARINO,D.NOVAK,ATPME82,ATPDB59,FRA,AUT,32,0,Court 16,18,3,Men's Singles,C,2021_MS113,australian_open,atp,71,119,879,621
2021,M.KECMANOVIC,K.MAJCHRZAK,ATPKI95,ATPMQ75,SRB,POL,0,0,Court 6,8,3,Men's Singles,C,2021_MS114,australian_open,atp,69,117,916,633
2021,T.DANIEL,M.CRESSY,ATPDA81,ATPC0BC,JPN,USA,0,0,Court 15,17,3,Men's Singles,C,2021_MS115,australian_open,atp,125,112,584,683
2021,M.GIRON,A.ZVEREV,ATPGC88,ATPZ355,USA,GER,0,6,Margaret Court Arena,2,4,Men's Singles,C,2021_MS116,australian_open,atp,66,3,929,7840
2021,D.THIEM,M.KUKUSHKIN,ATPTB69,ATPK926,AUT,KAZ,3,0,Rod Laver Arena,1,3,Men's Singles,C,2021_MS117,australian_open,atp,15,182,2425,366
2021,D.KOEPFER,H.DELLIEN,ATPKE73,ATPDA31,GER,BOL,0,0,Court 14,16,3,Men's Singles,C,2021_MS118,australian_open,atp,54,115,1101,654
2021,F.FERREIRASILVA,N.KYRGIOS,ATPSN54,ATPKE17,POR,AUS,0,0,John Cain Arena,3,3,Men's Singles,C,2021_MS119,australian_open,atp,240,93,262,793
2021,Y.UCHIYAMA,U.HUMBERT,ATPU134,ATPHH26,JPN,FRA,0,29,Court 17,19,4,Men's Singles,C,2021_MS120,australian_open,atp,203,35,321,1558
2021,G.DIMITROV,M.CILIC,ATPD875,ATPC977,BUL,CRO,18,0,Court 3,5,3,Men's Singles,C,2021_MS121,australian_open,atp,28,30,1801,1710
2021,A.BOLT,N.GOMBOS,ATPBI81,ATPGB93,AUS,SVK,0,0,Court 5,7,4,Men's Singles,C,2021_MS122,australian_open,atp,137,118,506,624
2021,K.COPPEJANS,J.VESELY,ATPCG33,ATPV708,BEL,CZE,0,0,Court 10,12,5,Men's Singles,C,2021_MS123,australian_open,atp,208,83,313,822
2021,K.NISHIKORI,P.CARRENOBUSTA,ATPN552,ATPCD85,JPN,ESP,0,15,1573 Arena,4,3,Men's Singles,C,2021_MS124,australian_open,atp,47,20,1210,2230
2021,D.SHAPOVALOV,J.SINNER,ATPSU55,ATPS0AG,CAN,ITA,11,0,Margaret Court Arena,2,5,Men's Singles,C,2021_MS125,australian_open,atp,14,10,2475,3350
2021,Y.SUGITA,B.TOMIC,ATPSE73,ATPTA46,JPN,AUS,0,0,Court 8,10,2,Men's Singles,R,2021_MS126,australian_open,atp,161,260,428,231
2021,D.DZUMHUR,J.DUCKWORTH,ATPD923,ATPD994,BIH,AUS,0,0,Court 7,9,3,Men's Singles,C,2021_MS127,australian_open,atp,158,49,436,1176
2021,C.STEBE,F.AUGERALIASSIME,ATPSK94,ATPAG37,GER,CAN,0,20,Court 13,15,3,Men's Singles,C,2021_MS128,australian_open,atp,227,11,282,3308
2021,B.PAIRE,E.GERASIMOV,ATPPD31,ATPGC89,FRA,BLR,25,0,Court 8,10,4,Men's Singles,C,2021_MS129,australian_open,atp,46,113,1245,665
