point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score,player1,player2,p1_cum_games,p2_cum_games,p1_cum_sets,p2_cum_sets
1_1_1_1,1,1,1,1,45674,18033,18033,DeuceCourt,155 KPH,Pronated,NA,11.6230001,0.630999982,2.71300006,12,Unforced Error,NA,True,Ground,ForeHand,0.93 Metre,NA,Net Error,False,False,True,-4.60900021,-1.45700002,0.0359999985,Body,,,,13.9200001,-1.43400002,1.53100002,3.0769999,2.30100012,0.0199999996,-13.0799999,-2.25399995,1.32099998,0.0,-1.23000002,2.08699989,10.842,-0.126000002,0.0460000001,1531.92,0,0,0,0,0,0,0,0,45674,18033,0,0,0,0
1_1_2_1,1,1,2,1,45674,18033,45674,AdCourt,140 KPH,Pronated,NA,11.6330004,-1.44700003,2.75200009,3,Unforced Error,NA,True,Ground,BackHand,0.52 Metre,NA,Net Error,False,False,True,-5.13399982,3.06500006,0.0280000009,Wide,1.16799998,-0.0,1.42700005,-13.6470003,4.09700012,1.14900005,-0.31099999,0.609000027,0.0419999994,-12.4309998,5.80200005,1.17799997,0.0,1.74899995,1.42299998,5.29400015,0.228,0.0410000011,1716.06,0,0,0,0,0,0,0,1,45674,18033,0,0,0,0
1_1_3_1,1,1,3,1,45674,18033,45674,DeuceCourt,140 KPH,NA,NA,,,,0,Faulty Serve,NA,False,Ground,BackHand,0.52 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,1716.06,1,0,0,0,0,0,1,1,45674,18033,0,0,0,0
1_1_3_2,1,1,3,2,45674,18033,18033,DeuceCourt,141 KPH,Pronated,NA,11.7080002,0.681999981,2.69199991,10,Unforced Error,NA,True,Volley,BackHand,0.61 Metre,NA,Net Error,False,False,True,-6.19299984,-2.19099998,0.0329999998,Body,,,,6.78299999,1.22099996,1.21800005,0.0340000018,1.60300004,0.0419999994,-12.3430004,-2.95700002,1.375,-0.0,0.0130000003,1.15499997,4.50600004,1.30400002,0.0390000008,NA,0,0,0,0,0,0,1,1,45674,18033,0,0,0,0
1_1_4_1,1,1,4,1,45674,18033,45674,AdCourt,151 KPH,Pronated,NA,11.474,-1.403,2.65499997,1,Unforced Error,NA,False,NA,BackHand,1.34 Metre,NA,Wide Error,False,False,True,-5.63899994,2.78600001,0.0260000005,Wide,1.17900002,0.0,1.19500005,-14.1499996,5.45200014,1.10000002,8.38300037,4.41200018,0.0370000005,-14.1499996,5.45200014,1.10000002,-0.0,4.5999999,1.34399998,8.38300037,4.41200018,0.0370000005,1348.26,0,0,0,0,0,0,1,2,45674,18033,0,0,0,0
1_1_5_1,1,1,5,1,45674,18033,45674,DeuceCourt,158 KPH,Pronated,NA,11.4329996,0.708000004,2.71399999,5,Unforced Error,NA,True,Ground,BackHand,0.65 Metre,NA,Net Error,False,False,True,-5.85599995,-1.403,0.0340000018,Body,1.23500001,0.0,-0.86500001,-14.8540001,3.06299996,1.34099996,,,,-15.1569996,-2.17499995,1.28699994,0.0,-2.70300007,2.29099989,7.42999983,-2.81100011,0.0350000001,1115.76,0,0,0,0,0,0,2,2,45674,18033,0,0,0,0
1_1_6_1,1,1,6,1,45674,18033,45674,AdCourt,150 KPH,Pronated,NA,11.6789999,-0.927999973,2.70499992,3,Winner,NA,False,Ground,ForeHand,1.41 Metre,Down the Line,NA,False,False,True,-5.58199978,3.44199991,0.0260000005,Wide,,,,11.8920002,-2.84699988,0.579999983,-9.68999958,-4.09600019,0.0350000001,-12.7919998,5.625,1.38,-0.0,1.19700003,1.26100004,6.61999989,-1.03400004,0.0410000011,2101.74,0,0,0,0,0,0,3,2,45674,18033,0,0,0,0
1_2_1_1,1,2,1,1,18033,45674,45674,DeuceCourt,155 KPH,Flat,NA,11.4860001,1.56200004,2.65300012,6,Forced Error,NA,False,Ground,BackHand,2.66 Metre,NA,NA,False,False,True,-5.78700018,-3.35400009,0.0320000015,Wide,1.21200001,0.0,-1.59800005,13.7869997,-1.898,0.721000016,-12.885,1.76300001,0.0419999994,-12.3439999,-5.35699987,1.13900006,0.0,-2.13199997,1.421,10.4189997,0.446999997,0.0450000018,1521.42,0,0,0,0,0,0,0,0,45674,18033,1,0,0,0
1_2_2_1,1,2,2,1,18033,45674,18033,AdCourt,160 KPH,Flat,NA,11.3590002,-1.03900003,2.64100003,1,Forced Error,NA,False,NA,BackHand,1.88 Metre,NA,NA,False,False,True,-5.88600016,0.512000024,0.0309999995,T,,,,-12.9940004,1.03199995,1.33000004,10.0170002,-4.46999979,0.0350000001,-12.9940004,1.03199995,1.33000004,0.0,-1.995,1.88100004,10.0170002,-4.46999979,0.0350000001,904.32,0,0,0,0,0,0,0,1,45674,18033,1,0,0,0
1_2_3_1,1,2,3,1,18033,45674,45674,DeuceCourt,168 KPH,Flat,NA,11.3839998,1.36399996,2.64100003,16,Winner,NA,False,Ground,BackHand,1.29 Metre,Cross Court,NA,False,False,True,-5.53800011,-0.648999989,0.0320000015,T,,,,-10.9770002,-2.75,1.31900001,8.09500027,3.55599999,0.0359999985,-13.0790005,-1.56400001,1.01699996,-0.0,0.330000013,1.90400004,8.79500008,1.73899996,0.0379999988,1167.6,0,0,0,0,0,0,1,1,45674,18033,1,0,0,0
1_2_4_1,1,2,4,1,18033,45674,45674,AdCourt,177.19 KPH,NA,0.17 Metre,11.257,-1.02100003,2.56399989,0,Faulty Serve,Net Error,True,NA,BackHand,0.82 Metre,NA,Net Error,False,False,True,0.172000006,2.64400005,0.0289999992,Body,0.822000027,0.0209999997,2.01300001,11.257,-1.02100003,2.56399989,0.172000006,2.64400005,0.0289999992,,,,,,,,,,NA,1,0,0,0,0,0,1,2,45674,18033,1,0,0,0
1_2_4_2,1,2,4,2,18033,45674,45674,AdCourt,124 KPH,Slice,NA,11.5939999,-0.966000021,2.62800002,2,Unforced Error,NA,True,Ground,BackHand,0.72 Metre,NA,Net Error,False,False,True,-5.42299986,0.449999988,0.0329999998,T,,,,13.79,-0.671000004,0.83099997,,,,-12.2950001,0.565999985,1.20200002,0.0,0.0460000001,1.34500003,8.31700039,-0.446999997,0.0410000011,2155.8,0,0,0,0,0,0,1,2,45674,18033,1,0,0,0
1_2_5_1,1,2,5,1,18033,45674,45674,DeuceCourt,158.23 KPH,Slice,0.52 Metre,11.3760004,1.42700005,2.61800003,0,Faulty Serve,Long Error,False,NA,BackHand,1.38 Metre,NA,NA,True,False,True,-6.91900015,-3.96700001,0.0340000018,Wide,1.38199997,0.0,-1.72099996,11.3760004,1.42700005,2.61800003,-6.91900015,-3.96700001,0.0340000018,,,,,,,,,,NA,1,0,0,0,0,0,1,3,45674,18033,1,0,0,0
1_2_5_2,1,2,5,2,18033,45674,18033,DeuceCourt,125 KPH,Slice,NA,11.5270004,1.44200003,2.66599989,1,Unforced Error,NA,True,NA,BackHand,0.87 Metre,NA,Net Error,True,False,True,-5.58599997,-3.79500008,0.0320000015,Wide,,,,-10.9580002,-5.83500004,1.36199999,0.0209999997,-2.50500011,0.0329999998,-10.9580002,-5.83500004,1.36199999,0.0,-2.90499997,0.869000018,0.0209999997,-2.50500011,0.0329999998,1633.8,0,0,0,0,0,0,1,3,45674,18033,1,0,0,0
1_2_6_1,1,2,6,1,18033,45674,18033,AdCourt,160.37 KPH,NA,0.12 Metre,11.3730001,-0.791999996,2.60700011,0,Faulty Serve,Net Error,True,NA,BackHand,0.81 Metre,NA,Net Error,True,False,True,0.119999997,0.72299999,0.0410000011,T,,,,11.3730001,-0.791999996,2.60700011,0.119999997,0.72299999,0.0410000011,,,,,,,,,,NA,1,0,0,0,0,0,2,3,45674,18033,1,0,0,0
