point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
NA,1,1,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,42559,24367,42559,DeuceCourt,118.43 KPH,Flat,NA,-12.118,-1.035,2.662,7,Forced Error,NA,True,Ground,ForeHand,0.79 Metre,NA,NA,False,False,True,4.926,1.482,0.035,Body,,,,15.393,2.688,1.001,1.091,1.799,0.038,10.217,2.368,1.373,0.0,1.932,1.368,-9.412,1.396,0.041,NA,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,42559,24367,42559,AdCourt,118.43 KPH,NA,NA,,,,0,Faulty Serve,NA,False,Ground,BackHand,0.79 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,1,0
1_1_2_2,1,1,2,2,42559,24367,24367,AdCourt,0 KPH,NA,NA,,,,14,Winner,NA,False,,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0
NA,1,1,3,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,1,1
1_1_3_2,1,1,3,2,42559,24367,24367,DeuceCourt,126 KPH,Pronated,NA,-11.946,-0.928,2.529,22,Winner,NA,False,Ground,ForeHand,1.43 Metre,Cross Court,NA,False,False,True,4.618,2.361,0.026,Body,,,,12.477,2.004,1.235,-7.946,-3.56,0.036,10.582,3.41,1.577,0.0,2.158,1.898,-8.231,1.369,0.028,2180.34,0,0,0,0,0,0,1,1
1_1_4_1,1,1,4,1,42559,24367,42559,AdCourt,171 KPH,Flat,NA,-11.69,1.235,2.585,3,Winner,NA,False,Approach,ForeHand,1.28 Metre,Cross Court,NA,False,False,True,6.219,-3.774,0.033,Wide,,,,-1.721,-1.548,1.214,9.588,3.106,0.041,13.327,-5.718,1.069,-0.0,-2.103,1.28,-1.257,-1.685,0.042,2386.32,0,0,0,0,0,0,1,2
1_1_5_1,1,1,5,1,42559,24367,42559,DeuceCourt,0 KPH,NA,NA,,,,5,Unforced Error,NA,False,NA,ForeHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,2
1_1_6_1,1,1,6,1,42559,24367,24367,AdCourt,126 KPH,NA,NA,,,,10,Unforced Error,NA,False,Ground,ForeHand,1.43 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2180.34,0,0,0,0,0,0,3,2
NA,1,1,7,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,3,3
1_1_7_2,1,1,7,2,42559,24367,42559,DeuceCourt,171 KPH,NA,NA,,,,7,Winner,NA,False,Approach,ForeHand,1.28 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2386.32,0,0,0,0,0,0,3,3
