point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
NA,1,1,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,38570,12595,38570,DeuceCourt,0 KPH,NA,NA,,,,9,Winner,NA,False,,ForeHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,38570,12595,38570,AdCourt,NA,NA,NA,,,,1,Ace,NA,False,,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0
1_1_3_1,1,1,3,1,38570,12595,38570,DeuceCourt,172 KPH,Flat,NA,11.467,1.481,2.705,1,Forced Error,NA,False,Ground,BackHand,2.46 Metre,NA,NA,False,False,True,-5.862,-1.346,0.035,T,,,,-12.709,-2.654,1.16,12.885,-0.18,0.042,-12.709,-2.654,1.16,0.0,-1.42,2.457,12.885,-0.18,0.042,1730.34,0,0,0,0,0,1,2,0
1_1_4_1,1,1,4,1,38570,12595,38570,AdCourt,166 KPH,Slice,NA,11.598,-1.19,2.733,3,Winner,NA,False,Ground,ForeHand,1.45 Metre,Cross Court,NA,False,False,True,-5.0,0.413,0.034,T,,,,12.038,-1.148,1.258,-8.418,3.807,0.032,-12.444,0.812,1.326,-0.0,-0.13,1.574,7.67,-0.785,0.042,2523.84,0,0,0,0,0,0,3,0
1_2_1_1,1,2,1,1,12595,38570,38570,DeuceCourt,156 KPH,NA,NA,,,,4,Unforced Error,NA,False,,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
NA,1,2,2,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,1
1_2_2_2,1,2,2,2,12595,38570,38570,AdCourt,0 KPH,NA,NA,,,,2,Unforced Error,NA,False,,ForeHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
1_2_3_1,1,2,3,1,12595,38570,12595,DeuceCourt,162 KPH,Flat,NA,11.352,1.16,2.72,5,Forced Error,NA,True,Ground,BackHand,0.3 Metre,NA,NA,False,False,True,-5.681,-3.515,0.035,Wide,,,,-15.132,3.862,0.795,-0.29,0.477,0.04,-11.066,-5.072,1.217,0.0,-1.44,1.165,7.118,0.882,0.037,1401.24,0,0,0,0,0,0,0,2
1_2_4_1,1,2,4,1,12595,38570,12595,AdCourt,162 KPH,NA,NA,,,,0,Faulty Serve,NA,False,Ground,ForeHand,0.3 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,1401.24,1,0,0,0,0,0,1,2
1_2_4_2,1,2,4,2,12595,38570,38570,AdCourt,128 KPH,Slice,NA,11.666,-1.842,2.869,4,Winner,NA,False,Ground,ForeHand,1.44 Metre,Down the Line,NA,False,False,True,-5.782,4.047,0.025,Wide,,,,-12.881,-0.423,1.154,7.008,-3.759,0.032,-11.016,5.592,1.349,-0.0,1.045,1.259,6.272,-1.45,0.04,2591.28,0,0,0,0,0,0,1,2
NA,1,2,5,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,1,3
1_2_5_2,1,2,5,2,12595,38570,12595,DeuceCourt,144 KPH,Slice,NA,11.352,1.235,2.922,3,Winner,NA,False,Ground,BackHand,1.65 Metre,Cross Court,NA,True,False,True,-5.745,-0.056,0.033,T,,,,11.641,-1.929,1.368,-9.018,3.741,0.032,-12.022,-0.759,1.236,0.0,-0.615,4.372,10.629,-1.34,0.038,2254.02,0,0,0,0,0,0,1,3
1_2_6_1,1,2,6,1,12595,38570,12595,AdCourt,161 KPH,NA,NA,,,,1,Forced Error,NA,False,Ground,ForeHand,NA,NA,NA,True,False,False,,,,,,,,,,,,,,,,,,,,,,,1401.24,0,0,0,0,0,0,2,3
1_2_7_1,1,2,7,1,12595,38570,12595,DeuceCourt,158 KPH,NA,NA,11.606,1.192,2.825,1,Forced Error,NA,False,NA,BackHand,0.97 Metre,NA,NA,False,False,True,-3.952,-0.275,0.038,T,,,,,,,,,,,,,,,,,,,NA,0,0,0,0,0,0,3,3
1_2_8_1,1,2,8,1,12595,38570,12595,AdCourt,155 KPH,NA,NA,,,,1,Forced Error,NA,False,NA,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,0,0,0,0,0,0,4,3
1_3_1_1,1,3,1,1,38570,12595,38570,DeuceCourt,166 KPH,NA,NA,,,,0,Faulty Serve,NA,False,Ground,BackHand,1.45 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2523.84,1,0,0,0,0,0,0,0
1_3_1_2,1,3,1,2,38570,12595,38570,DeuceCourt,128 KPH,NA,NA,,,,9,Winner,NA,False,Ground,BackHand,1.44 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2591.28,0,0,0,0,0,0,0,0
1_3_2_1,1,3,2,1,38570,12595,38570,AdCourt,128 KPH,NA,NA,,,,1,NA,NA,False,Ground,BackHand,1.44 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2591.28,0,0,0,0,0,0,1,0
1_3_3_1,1,3,3,1,38570,12595,38570,DeuceCourt,161 KPH,Slice,NA,-11.619,-1.375,2.769,11,Winner,NA,False,Ground,ForeHand,2 Metre,Down the Line,NA,False,False,True,4.709,2.523,0.026,Body,,,,11.792,-2.792,0.63,-8.232,-1.679,0.034,12.41,4.705,1.26,0.0,0.593,1.687,-8.14,-2.052,0.034,NA,0,0,0,0,0,0,2,0
1_3_4_1,1,3,4,1,38570,12595,12595,AdCourt,158 KPH,NA,NA,,,,16,Winner,NA,False,NA,BackHand,0.97 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,0,0,0,0,0,0,3,0
1_3_5_1,1,3,5,1,38570,12595,12595,DeuceCourt,161 KPH,NA,NA,,,,0,Faulty Serve,NA,False,Ground,ForeHand,2 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,3,1
1_3_5_2,1,3,5,2,38570,12595,12595,DeuceCourt,139 KPH,Pronated,NA,-11.699,-1.066,2.733,8,Forced Error,NA,False,Ground,ForeHand,2.78 Metre,NA,NA,False,False,True,4.155,0.162,0.04,T,,,,-13.395,0.986,0.773,5.684,-4.919,0.026,11.732,0.73,1.802,0.0,1.686,1.3,-4.501,2.048,0.028,0,0,0,0,0,0,0,3,1
