point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
NA,1,1,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,44185,28697,28697,DeuceCourt,138 KPH,Flat,NA,-11.453,-1.012,2.695,10,Forced Error,NA,False,Ground,ForeHand,1.34 Metre,NA,NA,False,False,True,3.948,0.75,0.049,T,,,,,,,,,,15.687,2.249,1.18,0.0,1.087,3.069,-7.784,0.399,0.044,1484.16,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,44185,28697,44185,AdCourt,177 KPH,NA,NA,-11.358,0.902,2.857,5,Winner,NA,False,Approach,BackHand,1.53 Metre,NA,NA,False,False,True,,,,,,,,13.176,2.786,0.978,,,,-11.409,1.22,2.68,0.0,-0.362,2.661,-3.877,-0.527,0.043,NA,0,0,0,0,0,0,0,1
1_1_3_1,1,1,3,1,44185,28697,44185,DeuceCourt,175 KPH,Slice,NA,-11.379,-1.063,2.666,3,Forced Error,NA,True,Drop,BackHand,1.66 Metre,NA,NA,False,False,True,4.358,3.038,0.038,Wide,,,,16.94,-3.787,0.913,12.885,-3.488,0.031,16.609,7.158,0.851,0.0,2.705,1.931,-7.022,0.598,0.044,NA,0,0,0,0,0,0,1,1
1_1_4_1,1,1,4,1,44185,28697,28697,AdCourt,185 KPH,Flat,NA,-11.17,0.846,2.668,6,Winner,NA,False,Ground,ForeHand,1.35 Metre,Cross Court,NA,False,False,True,5.382,-1.186,0.045,T,,,,8.031,-1.571,0.978,-9.017,3.848,0.031,17.474,-2.265,0.897,0.0,1.082,2.753,-10.455,2.873,0.026,2587.32,0,0,0,0,0,0,2,1
1_1_5_1,1,1,5,1,44185,28697,28697,DeuceCourt,170 KPH,Slice,NA,-11.361,-1.096,2.634,4,Unforced Error,NA,False,Ground,BackHand,2.2 Metre,NA,Long Error,False,False,True,5.564,3.441,0.039,Wide,,,,-11.675,1.999,1.287,12.797,4.728,0.027,16.651,7.044,0.92,0.0,2.39,4.9,-11.034,-1.119,0.035,1327.08,0,0,0,0,0,0,2,2
1_1_6_1,1,1,6,1,44185,28697,44185,AdCourt,153 KPH,Flat,NA,-11.284,1.183,2.705,3,Unforced Error,NA,True,Ground,BackHand,0.79 Metre,NA,Net Error,True,True,True,4.737,-2.857,0.04,Wide,,,,16.028,-3.822,0.372,,,,16.686,-5.574,0.871,0.0,-1.578,2.019,-6.797,-0.249,0.044,2548.38,0,0,0,0,0,0,2,3
1_1_7_1,1,1,7,1,44185,28697,44185,DeuceCourt,153 KPH,NA,NA,,,,0,Faulty Serve,NA,False,Ground,BackHand,0.79 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2548.38,1,0,0,0,0,0,3,3
1_1_7_2,1,1,7,2,44185,28697,28697,DeuceCourt,138 KPH,Flat,NA,-11.523,-0.989,2.703,4,Forced Error,NA,True,Ground,BackHand,0.47 Metre,NA,NA,False,False,True,4.95,1.221,0.05,T,,,,-13.203,4.55,0.931,-0.656,0.169,0.044,16.16,2.813,1.01,0.0,2.107,3.188,-9.25,1.308,0.035,1407.48,0,0,0,0,0,0,3,3
1_1_8_1,1,1,8,1,44185,28697,44185,AdCourt,153 KPH,NA,NA,,,,3,Unforced Error,NA,False,Ground,ForeHand,0.79 Metre,NA,NA,True,True,False,,,,,,,,,,,,,,,,,,,,,,,1240.26,0,0,0,0,0,0,3,4
1_1_9_1,1,1,9,1,44185,28697,44185,DeuceCourt,168 KPH,NA,NA,,,,1,Forced Error,NA,False,Ground,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2548.38,0,0,0,0,0,0,4,4
1_1_10_1,1,1,10,1,44185,28697,28697,AdCourt,138 KPH,NA,NA,,,,4,Unforced Error,NA,False,Ground,ForeHand,0.47 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,1407.48,0,0,0,0,0,0,5,4
NA,1,1,11,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,5,5
1_1_11_2,1,1,11,2,44185,28697,44185,DeuceCourt,153 KPH,NA,NA,,,,11,Forced Error,NA,False,Ground,BackHand,0.79 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2548.38,0,0,0,0,0,0,5,5
1_1_12_1,1,1,12,1,44185,28697,28697,AdCourt,138 KPH,NA,NA,,,,0,NA,NA,False,Ground,BackHand,0.47 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,1407.48,0,0,0,0,0,0,6,5
1_1_13_1,1,1,13,1,44185,28697,44185,DeuceCourt,166 KPH,NA,NA,,,,1,Forced Error,NA,False,Ground,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2548.38,0,0,0,0,0,0,6,6
1_1_14_1,1,1,14,1,44185,28697,44185,AdCourt,153.94 KPH,Flat,0.42 Metre,-11.393,1.087,2.679,0,Faulty Serve,Long Error,False,NA,ForeHand,1.26 Metre,NA,Wide Error,False,False,True,6.736,-4.368,0.039,Wide,,,,-11.393,1.087,2.679,6.736,-4.368,0.039,,,,,,,,,,2704.2,1,0,0,0,0,0,7,6
1_1_14_2,1,1,14,2,44185,28697,44185,AdCourt,153 KPH,NA,NA,,,,3,Unforced Error,NA,False,Ground,ForeHand,0.79 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,3446.52,0,0,0,0,0,0,7,6
