point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score,player1,player2,p1_cum_games,p2_cum_games,p1_cum_sets,p2_cum_sets
1_1_1_1,1,1,1,1,24265,23726,,DeuceCourt,169.93 KPH,Pronated,0.32 Metre,-11.5550003,-1.051,2.72099996,0,Faulty Serve,Net Error,True,NA,BackHand,0.81 Metre,NA,Net Error,False,False,True,-0.316000015,1.76199996,0.0410000011,Body,0.814999998,-0.0149999997,1.90600002,-11.5550003,-1.051,2.72099996,-0.316000015,1.76199996,0.0410000011,,,,,,,,,,NA,1,0,0,0,0,0,0,0,24265,23726,0,0,0,0
1_1_1_2,1,1,1,2,24265,23726,24265,DeuceCourt,135 KPH,Flat,NA,-11.7290001,-0.870000005,2.6329999,3,Winner,NA,False,Ground,BackHand,1.32 Metre,Down the Line,NA,False,False,True,6.02899981,1.39499998,0.0419999994,Body,1.56400001,-0.0,0.333999991,-12.099,0.463999987,0.703999996,9.82499981,2.83400011,0.0410000011,10.3760004,2.06900001,1.28799999,0.0,1.39400005,1.17799997,-7.38199997,0.850000024,0.0379999988,1717.08,0,0,0,0,0,0,0,0,24265,23726,0,0,0,0
1_1_2_1,1,1,2,1,24265,23726,24265,AdCourt,167.55 KPH,Slice,0.11 Metre,-11.4309998,1.15400004,2.65100002,0,Faulty Serve,Long Error,False,NA,ForeHand,1.32 Metre,NA,NA,False,False,True,6.50600004,-0.0949999988,0.0399999991,T,,,,-11.4309998,1.15400004,2.65100002,6.50600004,-0.0949999988,0.0399999991,,,,,,,,,,NA,1,0,0,0,0,0,1,0,24265,23726,0,0,0,0
1_1_2_2,1,1,2,2,24265,23726,24265,AdCourt,121 KPH,Flat,NA,-11.5050001,1.38300002,2.5999999,5,Winner,NA,False,Ground,ForeHand,1.14 Metre,Down the Line,NA,False,False,True,6.36999989,-3.01799989,0.0320000015,Wide,1.73399997,-0.0,-1.74300003,-12.9860001,1.12899995,0.753000021,6.95900011,3.65499997,0.0350000001,10.3830004,-3.99900007,1.45200002,0.0,-2.70499992,1.46000004,-7.38000011,-2.01900005,0.0399999991,2604.18,0,0,0,0,0,0,1,0,24265,23726,0,0,0,0
1_1_3_1,1,1,3,1,24265,23726,24265,DeuceCourt,170 KPH,Flat,NA,-11.5740004,-0.920000017,2.76300001,3,Winner,NA,False,Ground,ForeHand,1.22 Metre,Down the Line,NA,False,False,True,5.45900011,3.47900009,0.0340000018,Wide,,,,-10.5179996,-3.34899998,0.814999998,9.17000008,-3.55299997,0.0340000018,11.5690002,5.25199986,1.148,0.0,0.675000012,1.47899997,-6.56899977,-1.91799998,0.0410000011,2692.44,0,0,0,0,0,0,2,0,24265,23726,0,0,0,0
1_1_4_1,1,1,4,1,24265,23726,24265,AdCourt,175 KPH,Flat,NA,-11.6059999,1.36899996,2.79399991,1,Forced Error,NA,True,Ground,ForeHand,0.51 Metre,NA,NA,False,False,True,4.48400021,-1.06500006,0.0370000005,T,0.996999979,-0.0,-0.474999994,11.4949999,-1.96200001,1.32099998,0.331,-2.296,0.0329999998,11.4949999,-1.96200001,1.32099998,0.00999999978,-1.89699996,0.509000003,0.331,-2.296,0.0329999998,NA,0,0,0,0,0,0,3,0,24265,23726,0,0,0,0
1_2_1_1,1,2,1,1,23726,24265,24265,DeuceCourt,163 KPH,Flat,NA,-11.9130001,-0.899999976,2.78800011,6,Unforced Error,NA,False,Ground,ForeHand,NA,NA,Long Error,False,False,True,4.71899986,1.20799994,0.0370000005,T,,,,-13.9969997,-2.03999996,0.815999985,12.885,2.44199991,0.0399999991,13.0559998,2.43099999,1.44099998,0.0,-0.257999986,2.19799995,-10.5410004,-2.62899995,0.0299999993,2214.72,0,0,0,0,0,0,0,0,24265,23726,1,0,0,0
1_2_2_1,1,2,2,1,23726,24265,23726,AdCourt,173 KPH,Flat,NA,-11.3120003,1.04900002,2.67799997,3,Unforced Error,NA,False,Ground,ForeHand,1.83 Metre,NA,Long Error,False,False,True,6.3829999,-0.944999993,0.0390000008,T,,,,14.2320004,2.8599999,1.06599998,-12.0360003,2.671,0.0370000005,13.4329996,-1.59599996,1.45799994,0.0,-1.39699996,1.30400002,-7.46899986,-1.11300004,0.0399999991,1725.24,0,0,0,0,0,0,0,1,24265,23726,1,0,0,0
1_2_3_1,1,2,3,1,23726,24265,23726,DeuceCourt,153 KPH,Slice,NA,-11.4119997,-0.829999983,2.64899993,7,Forced Error,NA,True,Ground,BackHand,0.15 Metre,NA,NA,False,False,True,4.3829999,3.01300001,0.0329999998,Wide,1.02400005,-0.0,1.78299999,12.2550001,-5.329,0.558000028,,,,12.2790003,5.24599981,1.43099999,-0.0,1.32799995,1.324,-9.13099957,-1.227,0.0340000018,1624.86,0,0,0,0,0,0,1,1,24265,23726,1,0,0,0
1_2_4_1,1,2,4,1,23726,24265,23726,AdCourt,176.22 KPH,NA,1.63 Metre,-11.3780003,0.994000018,2.7349999,0,Faulty Serve,Net Error,True,NA,ForeHand,0.91 Metre,NA,Net Error,False,False,True,-1.62899995,-2.68600011,0.0370000005,Body,,,,-11.3780003,0.994000018,2.7349999,-1.62899995,-2.68600011,0.0370000005,,,,,,,,,,NA,1,0,0,0,0,0,2,1,24265,23726,1,0,0,0
