point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score,player1,player2,p1_cum_games,p2_cum_games,p1_cum_sets,p2_cum_sets
1_1_1_1,1,1,1,1,WTA316956,WTA320319,WTA316956,DeuceCourt,170 KPH,Flat,NA,-11.583,-0.996,2.58,9,Forced Error,NA,False,Lob,BackHand,NA,NA,NA,False,False,True,5.106,0.667,0.031,T,1.07,0.0,0.123,12.797,-4.104,0.685,-12.631,3.392,0.033,13.824,1.763,1.138,0.0,1.282,1.062,-3.935,1.205,0.03,2039.1,0,0,0,0,0,0,0,0,WTA316956,WTA320319,0,0,0,0
1_1_2_1,1,1,2,1,WTA316956,WTA320319,WTA316956,AdCourt,169 KPH,Flat,NA,-11.557,1.052,2.603,3,Unforced Error,NA,True,Ground,ForeHand,0.91 Metre,NA,Net Error,False,False,True,4.718,-3.27,0.035,Wide,1.012,0.0,-2.02,13.869,3.613,0.825,0.654,3.674,0.034,12.915,-5.373,1.092,0.0,-3.945,8.299,-9.716,-2.65,0.034,1388.22,0,0,0,0,0,0,1,0,WTA316956,WTA320319,0,0,0,0
1_1_3_1,1,1,3,1,WTA316956,WTA320319,WTA316956,DeuceCourt,174.66 KPH,Flat,1.99 Metre,-11.526,-0.937,2.595,0,Faulty Serve,Long Error,False,NA,ForeHand,0.91 Metre,NA,NA,False,False,True,8.392,0.406,0.031,T,0.91,0.027,-0.118,-11.526,-0.937,2.595,8.392,0.406,0.031,,,,,,,,,,NA,1,0,0,0,0,0,2,0,WTA316956,WTA320319,0,0,0,0
1_1_3_2,1,1,3,2,WTA316956,WTA320319,WTA320319,DeuceCourt,132 KPH,Slice,NA,-11.702,-0.871,2.615,12,Unforced Error,NA,False,Ground,ForeHand,1.32 Metre,NA,Wide Error,False,False,True,4.201,0.846,0.032,T,1.11,0.0,0.202,-10.592,-0.692,0.884,9.887,-4.152,0.032,13.454,2.595,1.115,0.0,-0.796,1.613,-7.886,-3.013,0.033,2018.22,0,0,0,0,0,0,2,0,WTA316956,WTA320319,0,0,0,0
1_1_4_1,1,1,4,1,WTA316956,WTA320319,WTA316956,AdCourt,172 KPH,Flat,NA,-11.581,0.928,2.6,3,Winner,NA,False,Ground,ForeHand,1.55 Metre,Down the Line,NA,False,False,True,6.377,-3.586,0.032,Wide,1.209,-0.0,-2.026,-10.166,1.983,1.235,9.961,3.101,0.036,12.989,-5.193,1.021,0.0,-1.59,4.37,-8.722,1.203,0.033,2482.8,0,0,0,0,0,0,2,1,WTA316956,WTA320319,0,0,0,0
1_1_5_1,1,1,5,1,WTA316956,WTA320319,WTA316956,DeuceCourt,147 KPH,Slice,NA,-11.571,-0.962,2.619,5,Winner,NA,False,Volley,ForeHand,1.6 Metre,Cross Court,NA,False,False,True,5.898,3.848,0.034,Wide,1.333,-0.0,1.954,-2.646,0.046,2.482,4.199,-1.601,0.032,12.588,6.385,1.153,0.0,1.401,2.102,-3.643,-0.279,0.03,0,0,0,0,0,0,0,3,1,WTA316956,WTA320319,0,0,0,0
1_2_1_1,1,2,1,1,WTA320319,WTA316956,,DeuceCourt,180.34 KPH,NA,0.88 Metre,-11.499,-0.482,2.727,0,Faulty Serve,Net Error,True,NA,BackHand,0.67 Metre,NA,Net Error,False,False,True,-0.879,0.709,0.03,T,0.674,0.002,0.496,-11.499,-0.482,2.727,-0.879,0.709,0.03,,,,,,,,,,0,1,0,0,0,0,0,0,0,WTA316956,WTA320319,1,0,0,0
1_2_1_2,1,2,1,2,WTA320319,WTA316956,WTA320319,DeuceCourt,126 KPH,Slice,NA,-11.498,-0.139,2.656,3,Winner,NA,False,Ground,BackHand,1.01 Metre,Cross Court,NA,False,False,True,6.117,1.238,0.032,T,1.541,-0.0,0.446,-12.475,-0.241,0.718,5.635,3.393,0.034,11.336,1.843,1.351,0.0,1.094,1.507,-9.016,0.215,0.032,1970.7,0,0,0,0,0,0,0,0,WTA316956,WTA320319,1,0,0,0
1_2_2_1,1,2,2,1,WTA320319,WTA316956,WTA320319,AdCourt,172.16 KPH,NA,0.51 Metre,-11.453,0.992,2.764,0,Faulty Serve,Net Error,True,NA,ForeHand,0.73 Metre,NA,Net Error,False,False,True,-0.505,-1.524,0.03,Body,0.727,0.017,-0.996,-11.453,0.992,2.764,-0.505,-1.524,0.03,,,,,,,,,,0,1,0,0,0,0,0,1,0,WTA316956,WTA320319,1,0,0,0
1_2_2_2,1,2,2,2,WTA320319,WTA316956,WTA316956,AdCourt,114 KPH,Flat,NA,-11.448,1.235,2.697,12,Forced Error,NA,True,Drop,ForeHand,1.23 Metre,NA,NA,False,False,True,4.473,-3.324,0.035,Wide,1.304,0.0,-2.274,-13.937,-4.369,0.748,-1.561,-3.214,0.035,10.801,-4.922,1.453,0.0,-0.838,1.27,-6.737,1.597,0.033,NA,0,0,0,0,0,0,1,0,WTA316956,WTA320319,1,0,0,0
