point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score,player1,player2,p1_cum_games,p2_cum_games,p1_cum_sets,p2_cum_sets
1_1_1_1,1,1,1,1,WTA327391,WTA318176,WTA327391,DeuceCourt,163 KPH,Flat,NA,11.5979996,0.435000002,2.57599998,3,Winner,NA,False,Ground,ForeHand,1.43 Metre,Down the Line,NA,False,False,True,-5.39400005,-0.828999996,0.0309999995,T,,,,9.0880003,5.3119998,0.950999975,-9.57299995,2.53600001,0.0320000015,-11.974,-1.48399997,1.09099996,0.0,2.68099999,1.60000002,3.2019999,3.8499999,0.0309999995,2365.08,0,0,0,0,0,0,0,0,WTA327391,WTA318176,0,0,0,0
1_1_2_1,1,1,2,1,WTA327391,WTA318176,WTA327391,AdCourt,163.29 KPH,Flat,0.26 Metre,11.5190001,-1.08899999,2.53999996,0,Faulty Serve,Long Error,False,NA,BackHand,1.25 Metre,NA,NA,False,False,True,-6.65899992,0.772000015,0.0320000015,T,,,,11.5190001,-1.08899999,2.53999996,-6.65899992,0.772000015,0.0320000015,,,,,,,,,,NA,1,0,0,0,0,0,1,0,WTA327391,WTA318176,0,0,0,0
1_1_2_2,1,1,2,2,WTA327391,WTA318176,WTA327391,AdCourt,138 KPH,NA,NA,11.5159998,-1.06900001,2.6329999,3,Winner,NA,False,Ground,BackHand,1.79 Metre,NA,NA,False,False,True,-4.70200014,0.0140000004,0.0309999995,T,,,,,,,,,,-11.7209997,0.00300000003,1.278,-0.0,0.462000012,2.11999989,6.88600016,0.875999987,0.0329999998,1947.48,0,0,0,0,0,0,1,0,WTA327391,WTA318176,0,0,0,0
1_1_3_1,1,1,3,1,WTA327391,WTA318176,WTA327391,DeuceCourt,160.71 KPH,Slice,0.05 Metre,11.5360003,0.615999997,2.52900004,0,Faulty Serve,Long Error,False,NA,BackHand,1.32 Metre,NA,NA,False,False,True,-6.45100021,-2.94700003,0.0280000009,Wide,1.31599998,0.0,-1.54799998,11.5360003,0.615999997,2.52900004,-6.45100021,-2.94700003,0.0280000009,,,,,,,,,,1021.62,1,0,0,0,0,0,2,0,WTA327391,WTA318176,0,0,0,0
1_1_3_2,1,1,3,2,WTA327391,WTA318176,WTA318176,DeuceCourt,138 KPH,Slice,NA,11.6479998,0.781000018,2.61299992,2,Unforced Error,NA,False,Ground,BackHand,1.32 Metre,NA,NA,False,False,True,-5.88999987,-2.38199997,0.0280000009,Body,,,,13.6040001,-0.0109999999,1.28799999,-5.22900009,-2.41599989,0.0280000009,-11.4630003,-3.85299993,1.25199997,0.0,-1.85099995,2.19300008,10.2690001,-0.532999992,0.0329999998,1952.52,0,0,0,0,0,0,2,0,WTA327391,WTA318176,0,0,0,0
1_1_4_1,1,1,4,1,WTA327391,WTA318176,WTA318176,AdCourt,160.8 KPH,NA,0.26 Metre,11.6289997,-0.994000018,2.61199999,0,Faulty Serve,Net Error,True,NA,NA,0.9 Metre,NA,Net Error,False,False,True,0.261999995,2.4289999,0.0320000015,Body,0.897000015,-0.00999999978,1.91100001,11.6289997,-0.994000018,2.61199999,0.261999995,2.4289999,0.0320000015,,,,,,,,,,NA,1,0,0,0,0,0,2,1,WTA327391,WTA318176,0,0,0,0
1_1_4_2,1,1,4,2,WTA327391,WTA318176,WTA318176,AdCourt,137 KPH,NA,0.22 Metre,11.632,-1.11199999,2.5999999,0,DoubleFault,Net Error,True,NA,NA,0.84 Metre,NA,Net Error,False,False,True,0.218999997,1.97500002,0.0370000005,Body,0.842999995,-0.0659999996,1.39300001,11.632,-1.11199999,2.5999999,0.218999997,1.97500002,0.0370000005,,,,,,,,,,1641,1,1,0,0,0,0,2,1,WTA327391,WTA318176,0,0,0,0
1_1_5_1,1,1,5,1,WTA327391,WTA318176,WTA327391,DeuceCourt,156 KPH,Slice,NA,11.533,0.529999971,2.6099999,3,Unforced Error,NA,False,Ground,ForeHand,3.2 Metre,NA,Long Error,False,False,True,-4.60300016,-0.224999994,0.0309999995,T,1.04999995,0.0,0.0909999982,-14.2550001,2.77999997,1.18200004,11.9840002,-2.7249999,0.0329999998,-12.165,-0.936999977,1.31599998,-0.0,0.504999995,2.03600001,7.94999981,1.56799996,0.0340000018,2016.18,0,0,0,0,1,0,2,2,WTA327391,WTA318176,0,0,0,0
1_1_6_1,1,1,6,1,WTA327391,WTA318176,WTA327391,AdCourt,164.21 KPH,Slice,0.92 Metre,11.5480003,-1.03600001,2.56599998,0,Faulty Serve,Long Error,False,NA,ForeHand,1.36 Metre,NA,NA,False,False,True,-7.31799984,0.00899999961,0.0299999993,T,1.36199999,0.0,-0.238999993,11.5480003,-1.03600001,2.56599998,-7.31799984,0.00899999961,0.0299999993,,,,,,,,,,NA,1,0,0,0,0,0,3,2,WTA327391,WTA318176,0,0,0,0
1_1_6_2,1,1,6,2,WTA327391,WTA318176,WTA318176,AdCourt,129 KPH,Slice,NA,11.651,-0.970000029,2.61400008,2,Unforced Error,NA,False,Ground,ForeHand,1.66 Metre,NA,NA,False,False,True,-4.88999987,1.28100002,0.0320000015,T,,,,12.0030003,0.365999997,1.12100005,-9.17199993,2.11199999,0.0320000015,-13.1079998,1.64499998,1.19200003,0.0,0.916999996,1.46800005,6.80800009,0.652999997,0.0329999998,2363.82,0,0,0,0,0,0,3,2,WTA327391,WTA318176,0,0,0,0
