point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score,player1,player2,p1_cum_games,p2_cum_games,p1_cum_sets,p2_cum_sets
1_1_1_1,1,1,1,1,33541,40998,33541,DeuceCourt,177 KPH,Slice,NA,11.362,1.222,2.838,3,Winner,NA,False,NA,ForeHand,1.84 Metre,Down the Line,NA,False,False,True,-4.56,-3.828,0.028,Wide,1.039,0.0,-2.203,6.593,-1.472,2.787,-8.932,-3.052,0.04,-16.245,-8.293,0.986,0.0,-4.258,5.606,-8.932,-3.052,0.04,NA,0,0,0,0,0,0,0,0,33541,40998,0,0,0,0
1_1_2_1,1,1,2,1,33541,40998,33541,AdCourt,177 KPH,NA,NA,,,,5,NA,NA,False,NA,BackHand,1.84 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,0,0,0,0,0,0,1,0,33541,40998,0,0,0,0
1_1_3_1,1,1,3,1,33541,40998,40998,DeuceCourt,204 KPH,Flat,NA,11.158,1.215,2.799,4,Unforced Error,NA,False,Ground,BackHand,1.99 Metre,NA,NA,False,False,True,-4.824,-0.267,0.036,T,1.01,-0.0,0.185,-15.723,3.401,1.208,,,,-16.036,-1.345,1.446,0.0,0.411,4.76,7.213,1.211,0.045,1438.02,0,0,0,0,0,0,2,0,33541,40998,0,0,0,0
1_1_4_1,1,1,4,1,33541,40998,40998,AdCourt,199.18 KPH,NA,0.45 Metre,11.376,-1.695,2.836,0,Faulty Serve,Net Error,True,NA,BackHand,0.79 Metre,NA,Net Error,False,False,True,0.442,-0.082,0.043,T,0.794,0.014,-0.506,11.376,-1.695,2.836,0.442,-0.082,0.043,,,,,,,,,,0,1,0,0,0,0,0,2,1,33541,40998,0,0,0,0
1_1_4_2,1,1,4,2,33541,40998,33541,AdCourt,146 KPH,Pronated,NA,11.402,-1.94,2.753,5,Unforced Error,NA,True,Ground,BackHand,0.82 Metre,NA,Net Error,False,False,True,-4.471,3.083,0.024,Wide,1.204,0.0,1.897,-12.893,5.63,0.872,-0.08,0.774,0.045,-15.323,6.554,1.728,0.0,-0.012,2.086,8.088,-3.117,0.037,2110.14,0,0,0,0,0,0,2,1,33541,40998,0,0,0,0
1_1_5_1,1,1,5,1,33541,40998,33541,DeuceCourt,146 KPH,NA,NA,,,,0,Faulty Serve,NA,False,Ground,ForeHand,0.82 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2110.14,1,0,0,0,0,0,3,1,33541,40998,0,0,0,0
1_1_5_2,1,1,5,2,33541,40998,40998,DeuceCourt,204 KPH,NA,NA,,,,2,Unforced Error,NA,False,Ground,ForeHand,1.99 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,1438.02,0,0,0,0,0,0,3,1,33541,40998,0,0,0,0
NA,1,1,6,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,3,2,33541,40998,0,0,0,0
1_1_6_2,1,1,6,2,33541,40998,33541,AdCourt,145 KPH,Flat,NA,11.272,-2.014,2.745,3,Unforced Error,NA,False,Ground,ForeHand,2.4 Metre,NA,Long Error,False,False,True,-4.253,2.789,0.023,Wide,1.155,0.0,1.714,-16.321,-4.391,1.046,12.383,-3.836,0.037,-15.249,6.177,1.224,-0.0,1.846,1.664,8.442,-0.244,0.048,2509.5,0,0,0,0,0,0,3,2,33541,40998,0,0,0,0
1_2_1_1,1,2,1,1,40998,33541,33541,DeuceCourt,196 KPH,Flat,NA,11.278,1.26,2.806,2,Unforced Error,NA,True,Ground,BackHand,0.78 Metre,NA,Net Error,False,False,True,-5.691,-0.645,0.038,T,1.188,0.0,0.076,12.655,-2.624,1.095,,,,-13.291,-1.699,1.436,0.0,-2.042,2.001,8.709,-2.467,0.039,1922.76,0,0,0,0,0,0,0,0,33541,40998,1,0,0,0
