point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
NA,1,1,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,33524,30350,30350,DeuceCourt,0 KPH,NA,NA,,,,4,Winner,NA,False,,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,33524,30350,33524,AdCourt,184 KPH,NA,NA,,,,1,Forced Error,NA,False,,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
NA,1,1,3,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,1,1
1_1_3_2,1,1,3,2,33524,30350,33524,DeuceCourt,161 KPH,Pronated,NA,11.543,1.047,2.822,1,Forced Error,NA,True,Ground,ForeHand,0.86 Metre,NA,NA,False,False,True,-5.649,-1.768,0.039,Body,,,,-14.772,-3.192,1.655,-0.11,-0.23,0.042,-14.772,-3.192,1.655,-0.0,-0.63,0.859,-0.11,-0.23,0.042,2871.18,0,0,0,0,0,0,1,1
1_1_4_1,1,1,4,1,33524,30350,33524,AdCourt,161 KPH,NA,NA,,,,0,Faulty Serve,NA,False,Ground,BackHand,0.86 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2871.18,1,0,0,0,0,0,2,1
1_1_4_2,1,1,4,2,33524,30350,30350,AdCourt,164 KPH,Pronated,NA,11.272,-1.401,2.781,8,Unforced Error,NA,False,Ground,BackHand,2.17 Metre,NA,Long Error,False,False,True,-4.522,2.584,0.028,Body,,,,14.664,2.731,0.957,-12.187,-2.606,0.037,-14.155,5.635,1.053,-0.0,0.173,1.537,8.72,-2.992,0.032,1393.8,0,0,0,0,0,0,2,1
1_1_5_1,1,1,5,1,33524,30350,30350,DeuceCourt,0 KPH,NA,NA,,,,4,Forced Error,NA,False,,ForeHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,2
1_1_6_1,1,1,6,1,33524,30350,30350,AdCourt,189 KPH,Pronated,NA,11.461,-1.133,2.748,10,Winner,NA,False,NA,ForeHand,1.12 Metre,Down the Line,NA,True,True,True,-4.666,1.847,0.038,Body,,,,-3.026,-1.858,1.395,2.767,-2.584,0.031,-16.33,4.323,1.264,0.0,2.322,1.351,5.366,1.645,0.042,NA,0,0,0,0,0,0,2,3
1_2_1_1,1,2,1,1,30350,33524,30350,DeuceCourt,194 KPH,Slice,NA,11.327,0.819,3.105,1,Forced Error,NA,True,Ground,BackHand,0.56 Metre,NA,NA,False,False,True,-4.466,-2.919,0.038,Wide,,,,-15.301,-6.112,1.298,-0.089,-0.682,0.042,-15.301,-6.112,1.298,0.012,-0.933,0.559,-0.089,-0.682,0.042,1470.96,0,0,0,0,0,0,0,0
