point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
NA,1,1,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,34350,29969,34350,DeuceCourt,0 KPH,NA,NA,,,,7,Winner,NA,False,,ForeHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,34350,29969,34350,AdCourt,205.13 KPH,NA,1.3 Metre,11.389,-0.981,2.987,0,Faulty Serve,Net Error,True,NA,ForeHand,0.75 Metre,NA,Net Error,False,False,True,1.069,-0.741,0.042,T,,,,11.389,-0.981,2.987,1.069,-0.741,0.042,,,,,,,,,,0,1,0,0,0,0,0,1,0
1_1_2_2,1,1,2,2,34350,29969,34350,AdCourt,0 KPH,NA,NA,,,,3,Forced Error,NA,False,,ForeHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0
NA,1,1,3,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,2,0
1_1_3_2,1,1,3,2,34350,29969,34350,DeuceCourt,0 KPH,NA,NA,,,,5,Unforced Error,NA,False,Ground,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,1557.24,0,0,0,0,0,0,2,0
1_1_4_1,1,1,4,1,34350,29969,29969,AdCourt,210 KPH,Flat,NA,11.37,-0.657,3.002,2,Forced Error,NA,True,Ground,BackHand,0.59 Metre,NA,NA,False,False,True,-5.48,0.634,0.043,T,,,,11.975,-1.246,0.686,,,,-14.754,1.129,1.351,0.0,-0.217,1.677,9.8,-1.109,0.046,1628.82,0,0,0,0,0,0,3,0
NA,1,1,5,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,3,1
1_1_5_2,1,1,5,2,34350,29969,29969,DeuceCourt,149 KPH,Kick,NA,11.746,0.604,3.02,4,Winner,NA,False,Ground,ForeHand,1.21 Metre,Down the Line,NA,False,False,True,-6.106,-0.826,0.043,T,,,,-12.99,1.496,1.433,7.466,3.401,0.032,-16.236,-1.752,1.524,0.0,-0.529,2.418,11.403,0.047,0.046,2770.98,0,0,0,0,0,0,3,1
1_1_6_1,1,1,6,1,34350,29969,29969,AdCourt,149 KPH,NA,NA,,,,0,Faulty Serve,NA,False,Ground,ForeHand,1.21 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2770.98,1,0,0,0,0,0,3,2
