point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score,player1,player2,p1_cum_games,p2_cum_games,p1_cum_sets,p2_cum_sets
1_1_1_1,1,1,1,1,26219,35398,26219,DeuceCourt,180 KPH,NA,NA,,,,1,Forced Error,NA,False,,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,26219,35398,0,0,0,0
1_1_2_1,1,1,2,1,26219,35398,26219,AdCourt,169 KPH,Kick,NA,-11.586,1.846,2.728,5,Winner,NA,False,Ground,ForeHand,2.93 Metre,Cross Court,NA,False,False,True,4.561,-3.067,0.041,Wide,,,,,,,,,,9.959,-4.663,2.055,0.0,-2.56,2.275,-10.188,-0.662,0.035,2083.56,0,0,0,0,0,0,1,0,26219,35398,0,0,0,0
1_1_3_1,1,1,3,1,26219,35398,26219,DeuceCourt,174 KPH,Flat,NA,-11.602,-1.115,2.738,3,Forced Error,NA,False,Ground,ForeHand,3.31 Metre,NA,NA,False,False,True,5.064,1.224,0.052,T,,,,15.857,3.74,0.832,-12.885,1.307,0.035,14.887,2.773,1.498,0.0,2.065,2.328,-6.39,1.324,0.041,3262.74,0,0,0,0,0,0,2,0,26219,35398,0,0,0,0
1_1_4_1,1,1,4,1,26219,35398,35398,AdCourt,161 KPH,NA,NA,,,,4,Unforced Error,NA,False,Ground,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,3262.74,0,0,0,0,0,0,3,0,26219,35398,0,0,0,0
1_1_5_1,1,1,5,1,26219,35398,26219,DeuceCourt,170 KPH,NA,NA,,,,5,Forced Error,NA,False,Ground,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,3262.74,0,0,0,0,0,0,3,1,26219,35398,0,0,0,0
1_2_1_1,1,2,1,1,35398,26219,26219,DeuceCourt,205 KPH,Flat,NA,-11.62,-0.771,3.007,4,Forced Error,NA,False,Ground,ForeHand,2.05 Metre,NA,NA,False,False,True,6.294,1.381,0.052,Body,,,,-14.265,-2.423,0.559,12.158,-2.388,0.038,13.933,2.465,1.192,-0.0,0.621,2.277,-10.216,-0.835,0.035,2980.14,0,0,0,0,0,0,0,0,26219,35398,1,0,0,0
1_2_2_1,1,2,2,1,35398,26219,35398,AdCourt,204 KPH,Flat,NA,-11.481,1.346,3.002,1,Forced Error,NA,False,Ground,BackHand,2.22 Metre,NA,NA,False,False,True,4.362,-2.893,0.042,Wide,,,,12.883,-5.152,1.457,-9.354,4.511,0.03,12.883,-5.152,1.457,0.0,0.545,2.217,-9.354,4.511,0.03,1058.4,0,0,0,0,0,0,0,1,26219,35398,1,0,0,0
1_2_3_1,1,2,3,1,35398,26219,26219,DeuceCourt,205 KPH,NA,NA,,,,0,NA,NA,False,Ground,BackHand,2.05 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2980.14,0,0,0,0,0,0,1,1,26219,35398,1,0,0,0
1_2_4_1,1,2,4,1,35398,26219,35398,AdCourt,206 KPH,Flat,NA,-11.563,1.501,3.012,7,Unforced Error,NA,True,Ground,BackHand,0.96 Metre,NA,Net Error,False,False,True,6.239,-2.862,0.04,Wide,,,,12.903,-3.917,1.248,0.509,-1.115,0.043,13.444,-4.46,1.261,-0.0,-0.842,3.119,-9.972,1.725,0.034,1412.88,0,0,0,0,0,0,1,2,26219,35398,1,0,0,0
1_2_5_1,1,2,5,1,35398,26219,35398,DeuceCourt,206 KPH,NA,NA,,,,11,Unforced Error,NA,False,Ground,ForeHand,0.96 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2921.22,0,0,0,0,0,0,2,2,26219,35398,1,0,0,0
