point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score,player1,player2,p1_cum_games,p2_cum_games,p1_cum_sets,p2_cum_sets
1_1_1_1,1,1,1,1,34350,40998,34350,DeuceCourt,202 KPH,Flat,NA,11.163,1.042,2.899,3,Winner,NA,False,Ground,ForeHand,1.04 Metre,Cross Court,NA,False,False,True,-5.808,-0.413,0.044,T,,,,9.458,-1.813,2.057,-5.284,2.2,0.039,-18.061,-1.572,1.102,0.0,-0.965,4.095,8.17,-1.427,0.044,960.72,0,0,0,0,0,0,0,0,34350,40998,0,0,0,0
1_1_2_1,1,1,2,1,34350,40998,34350,AdCourt,163.29 KPH,Flat,1.94 Metre,11.536,-0.901,2.868,0,Faulty Serve,Long Error,False,NA,BackHand,1.7 Metre,NA,NA,False,False,True,-8.338,1.698,0.04,Body,,,,11.536,-0.901,2.868,-8.338,1.698,0.04,,,,,,,,,,827.16,1,0,0,0,0,0,1,0,34350,40998,0,0,0,0
1_1_2_2,1,1,2,2,34350,40998,34350,AdCourt,130 KPH,Pronated,NA,11.554,-1.106,2.878,3,Unforced Error,NA,True,Ground,BackHand,0.84 Metre,NA,Net Error,False,False,True,-3.878,2.958,0.033,Wide,,,,-14.725,4.784,1.044,-0.181,-1.038,0.045,-15.042,6.136,1.381,0.0,1.304,1.597,7.142,-0.801,0.047,1670.52,0,0,0,0,0,0,1,0,34350,40998,0,0,0,0
1_1_3_1,1,1,3,1,34350,40998,40998,DeuceCourt,214 KPH,Flat,NA,11.116,0.997,2.942,8,Winner,NA,False,Ground,BackHand,1.05 Metre,NA,NA,False,False,True,-4.752,-0.236,0.043,T,,,,,,,,,,-17.658,-1.432,1.404,-0.0,2.382,4.478,10.003,3.695,0.032,1576.56,0,0,0,0,0,0,2,0,34350,40998,0,0,0,0
1_1_4_1,1,1,4,1,34350,40998,34350,AdCourt,201 KPH,Slice,NA,11.412,-0.877,3.032,5,Winner,NA,False,Approach,BackHand,1 Metre,Down the Line,NA,False,False,True,-6.095,0.414,0.045,T,,,,5.81,-0.519,0.089,-1.269,-0.425,0.045,-17.645,0.754,1.092,-0.0,0.931,3.256,9.582,1.124,0.048,949.74,0,0,0,0,0,0,2,1,34350,40998,0,0,0,0
1_1_5_1,1,1,5,1,34350,40998,34350,DeuceCourt,190.33 KPH,NA,0.28 Metre,11.531,0.689,2.99,0,Faulty Serve,Net Error,True,NA,ForeHand,0.94 Metre,NA,Net Error,False,False,True,0.285,-2.856,0.042,Wide,,,,11.531,0.689,2.99,0.285,-2.856,0.042,,,,,,,,,,NA,1,0,0,0,0,0,3,1,34350,40998,0,0,0,0
1_1_5_2,1,1,5,2,34350,40998,34350,DeuceCourt,161 KPH,Flat,NA,11.607,0.538,2.944,3,Unforced Error,NA,True,Ground,ForeHand,0.6 Metre,NA,Net Error,False,False,True,-5.699,-0.771,0.043,T,,,,-14.978,1.52,0.701,-0.437,-1.795,0.045,-17.164,-1.752,1.312,0.0,-1.905,1.875,8.779,-1.864,0.037,3172.5,0,0,0,0,0,0,3,1,34350,40998,0,0,0,0
1_2_1_1,1,2,1,1,40998,34350,40998,DeuceCourt,167 KPH,Flat,NA,11.325,1.07,2.855,1,Forced Error,NA,True,Ground,BackHand,0.91 Metre,NA,NA,False,False,True,-4.68,-1.185,0.043,T,,,,-16.64,-3.227,0.847,-0.336,0.542,0.045,-16.64,-3.227,0.847,-0.025,0.24,0.914,-0.336,0.542,0.045,2320.56,0,0,0,0,0,0,0,0,34350,40998,1,0,0,0
1_2_2_1,1,2,2,1,40998,34350,40998,AdCourt,192 KPH,Flat,NA,11.176,-1.632,2.777,3,Forced Error,NA,False,Ground,ForeHand,2.5 Metre,NA,NA,False,False,True,-4.816,0.768,0.044,T,,,,-14.463,-3.361,0.853,12.561,-2.07,0.041,-15.329,2.2,1.396,0.0,0.954,1.437,6.919,0.609,0.052,2844.12,0,0,0,0,0,0,1,0,34350,40998,1,0,0,0
1_2_3_1,1,2,3,1,40998,34350,40998,DeuceCourt,188.25 KPH,Pronated,0.39 Metre,11.199,0.996,2.82,0,Faulty Serve,Net Error,True,NA,BackHand,0.82 Metre,NA,Net Error,False,False,True,0.385,-0.149,0.044,T,,,,11.199,0.996,2.82,0.385,-0.149,0.044,,,,,,,,,,NA,1,0,0,0,0,0,2,0,34350,40998,1,0,0,0
1_2_3_2,1,2,3,2,40998,34350,34350,DeuceCourt,133 KPH,Slice,NA,11.33,1.1,2.815,8,Unforced Error,NA,True,Ground,BackHand,0.91 Metre,NA,Net Error,False,False,True,-3.706,-0.958,0.043,T,,,,12.124,-3.854,0.363,0.114,-1.097,0.044,-15.556,-3.173,0.89,0.0,-1.582,1.436,7.386,-0.823,0.047,1867.2,0,0,0,0,0,0,2,0,34350,40998,1,0,0,0
1_2_4_1,1,2,4,1,40998,34350,40998,AdCourt,149 KPH,Flat,NA,11.179,-1.638,2.751,1,Forced Error,NA,False,Ground,BackHand,2.63 Metre,NA,NA,False,False,True,-4.191,3.098,0.033,Wide,,,,-15.549,6.247,1.068,7.603,-4.615,0.02,-15.549,6.247,1.068,0.0,-1.938,2.632,7.603,-4.615,0.02,2507.88,0,0,0,0,0,0,2,1,34350,40998,1,0,0,0
1_2_5_1,1,2,5,1,40998,34350,34350,DeuceCourt,173 KPH,Kick,NA,11.236,1.012,2.819,4,Forced Error,NA,False,Ground,ForeHand,3.24 Metre,NA,NA,False,False,True,-5.559,-3.082,0.039,Wide,,,,14.861,3.137,1.162,-12.885,-0.37,0.036,-14.898,-5.788,1.632,-0.0,-2.019,1.856,9.18,0.072,0.046,2801.04,0,0,0,0,0,0,3,1,34350,40998,1,0,0,0
1_2_6_1,1,2,6,1,40998,34350,40998,AdCourt,194 KPH,Flat,NA,11.143,-1.635,2.783,3,Winner,NA,False,Approach,ForeHand,1.18 Metre,Cross Court,NA,False,False,True,-5.158,0.306,0.044,T,,,,5.247,-2.706,1.084,-7.466,1.874,0.039,-15.947,1.393,1.376,-0.011,-0.98,0.955,2.818,-2.066,0.044,3345.36,0,0,0,0,0,0,3,2,34350,40998,1,0,0,0
1_3_1_1,1,3,1,1,34350,40998,34350,DeuceCourt,189 KPH,Slice,NA,-11.172,-1.22,2.936,13,Forced Error,NA,False,Ground,ForeHand,1.98 Metre,NA,NA,False,False,True,4.895,2.674,0.04,Body,,,,13.977,4.784,0.746,-3.276,4.765,0.034,16.77,6.112,0.9,0.0,2.597,1.087,-4.782,1.595,0.04,1284.66,0,0,0,0,0,0,0,0,34350,40998,1,1,0,0
1_3_2_1,1,3,2,1,34350,40998,34350,AdCourt,204 KPH,Flat,NA,-11.347,0.783,2.951,1,Ace,NA,False,NA,ForeHand,1.12 Metre,Cross Court,NA,False,False,True,5.273,-0.104,0.05,T,,,,-11.347,0.783,2.951,5.273,-0.104,0.05,,,,,,,,,,0,0,0,0,1,0,0,1,0,34350,40998,1,1,0,0
1_3_3_1,1,3,3,1,34350,40998,34350,DeuceCourt,218.92 KPH,NA,1.1 Metre,-11.249,-0.881,3.002,0,Faulty Serve,Net Error,True,NA,ForeHand,0.73 Metre,NA,Net Error,False,False,True,-0.441,-1.008,0.045,T,,,,-11.249,-0.881,3.002,-0.441,-1.008,0.045,,,,,,,,,,0,1,0,0,0,0,1,2,0,34350,40998,1,1,0,0
1_3_3_2,1,3,3,2,34350,40998,40998,DeuceCourt,154 KPH,Pronated,NA,-11.63,-0.635,2.959,2,Unforced Error,NA,False,Ground,ForeHand,2.23 Metre,NA,Long Error,False,False,True,4.785,0.835,0.05,T,,,,-13.662,-1.565,1.138,12.277,4.763,0.027,16.852,1.723,1.494,-0.0,0.138,2.54,-11.35,-1.248,0.036,2468.1,0,0,0,0,0,0,2,0,34350,40998,1,1,0,0
1_3_4_1,1,3,4,1,34350,40998,40998,AdCourt,217.82 KPH,NA,NA,-11.27,0.54,2.96,0,Faulty Serve,NA,True,NA,BackHand,0.71 Metre,NA,NA,False,False,True,,,,,,,,-11.27,0.54,2.96,,,,,,,,,,,,,0,1,0,0,0,0,0,2,1,34350,40998,1,1,0,0
1_3_4_2,1,3,4,2,34350,40998,34350,AdCourt,136 KPH,Flat,NA,-11.668,1.284,2.959,1,Unforced Error,NA,True,Ground,BackHand,0.89 Metre,NA,Net Error,False,False,True,4.753,-3.024,0.041,Wide,,,,15.661,-5.786,0.707,0.079,-0.183,0.044,15.661,-5.786,0.707,-0.079,-0.599,0.887,0.079,-0.183,0.044,2628.36,0,0,0,0,0,0,2,1,34350,40998,1,1,0,0
1_3_5_1,1,3,5,1,34350,40998,40998,DeuceCourt,186.62 KPH,NA,NA,-11.484,-0.752,3.006,0,Faulty Serve,NA,True,NA,NA,0.67 Metre,NA,NA,False,False,True,,,,,,,,-11.484,-0.752,3.006,,,,,,,,,,,,,NA,1,0,0,0,0,0,3,1,34350,40998,1,1,0,0
1_3_5_2,1,3,5,2,34350,40998,40998,DeuceCourt,150 KPH,NA,NA,-11.624,-0.45,3.025,0,DoubleFault,NA,False,NA,BackHand,1.17 Metre,NA,NA,False,False,True,4.049,-0.214,0.05,T,,,,-11.624,-0.45,3.025,4.049,-0.214,0.05,,,,,,,,,,1472.58,1,1,0,0,0,0,3,1,34350,40998,1,1,0,0
1_3_6_1,1,3,6,1,34350,40998,40998,AdCourt,212 KPH,Flat,NA,-11.326,0.443,2.927,2,Forced Error,NA,True,Ground,ForeHand,0.71 Metre,NA,NA,False,False,True,4.442,-0.438,0.05,T,,,,-12.104,1.17,0.369,-0.25,-2.5,0.04,18.059,-1.071,1.479,0.0,0.423,2.371,-11.341,1.136,0.036,1533.6,0,0,0,0,1,0,3,2,34350,40998,1,1,0,0
1_3_7_1,1,3,7,1,34350,40998,34350,DeuceCourt,199 KPH,Slice,NA,-11.368,-0.685,2.987,3,Forced Error,NA,False,Passing,BackHand,1.05 Metre,NA,NA,False,False,True,6.372,4.006,0.039,Wide,,,,17.602,-1.106,1.496,-8.482,-4.8,0.031,17.515,7.517,1.149,0.0,2.672,7.448,8.783,-0.954,0.047,1387.02,0,0,0,0,0,0,3,3,34350,40998,1,1,0,0
1_3_8_1,1,3,8,1,34350,40998,34350,AdCourt,215 KPH,Flat,NA,-11.299,0.868,2.977,9,Forced Error,NA,False,Ground,BackHand,3 Metre,NA,NA,False,False,True,5.165,-1.207,0.046,T,,,,16.794,-3.767,1.261,-12.809,4.615,0.026,17.575,-2.752,1.116,0.0,1.468,1.144,-4.817,2.695,0.033,954.3,0,0,0,0,0,0,4,3,34350,40998,1,1,0,0
1_4_1_1,1,4,1,1,40998,34350,34350,DeuceCourt,169 KPH,Slice,NA,-11.051,-1.109,2.646,10,Unforced Error,NA,True,Ground,BackHand,0.88 Metre,NA,Net Error,False,False,True,5.774,3.328,0.047,Wide,,,,-13.646,4.281,0.793,-0.156,0.155,0.045,15.359,6.229,1.296,0.0,1.936,3.398,-10.061,-1.229,0.036,2535,0,0,0,0,0,0,0,0,34350,40998,2,1,0,0
