point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
NA,1,1,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,44408,35246,44408,DeuceCourt,0 KPH,NA,NA,,,,5,Unforced Error,NA,False,,ForeHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,44408,35246,44408,AdCourt,193 KPH,NA,NA,,,,9,Winner,NA,False,,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0
1_1_3_1,1,1,3,1,44408,35246,44408,DeuceCourt,186 KPH,NA,NA,,,,1,Forced Error,NA,False,,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0
1_1_4_1,1,1,4,1,44408,35246,44408,AdCourt,188 KPH,NA,NA,,,,3,Unforced Error,NA,False,,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,0
1_2_1_1,1,2,1,1,35246,44408,44408,DeuceCourt,0 KPH,NA,NA,,,,8,Forced Error,NA,False,,ForeHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
1_2_2_1,1,2,2,1,35246,44408,35246,AdCourt,214 KPH,Pronated,NA,11.236,-0.95,2.772,3,Winner,NA,False,Ground,ForeHand,1.19 Metre,Cross Court,NA,False,False,True,-4.738,3.201,0.029,Wide,,,,9.949,-0.92,1.144,-6.271,3.712,0.033,-16.236,6.937,0.616,-0.0,1.984,1.233,5.415,0.44,0.047,3595.86,0,0,0,0,0,0,0,1
1_2_3_1,1,2,3,1,35246,44408,44408,DeuceCourt,196 KPH,Pronated,NA,11.385,1.187,2.844,10,Winner,NA,False,NA,ForeHand,1.46 Metre,Cross Court,NA,False,False,True,-5.842,-3.274,0.038,Wide,,,,-1.405,0.634,1.151,2.042,-2.634,0.032,-15.711,-5.502,1.261,0.0,-1.631,1.884,7.64,0.278,0.044,831,0,0,0,0,0,0,1,1
1_2_4_1,1,2,4,1,35246,44408,35246,AdCourt,161 KPH,NA,NA,11.451,-0.686,2.741,3,NA,NA,True,NA,ForeHand,0.93 Metre,NA,NA,False,False,True,0.88,1.786,0.043,Body,,,,11.451,-0.686,2.741,0.88,1.786,0.043,,,,,,,,,,0,0,0,0,0,0,0,1,2
1_2_5_1,1,2,5,1,35246,44408,44408,DeuceCourt,196 KPH,NA,NA,,,,0,NA,NA,False,NA,BackHand,1.46 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,831,0,0,0,0,0,0,2,2
1_2_6_1,1,2,6,1,35246,44408,35246,AdCourt,192 KPH,NA,NA,,,,13,Forced Error,NA,False,NA,ForeHand,NA,NA,NA,True,False,False,,,,,,,,,,,,,,,,,,,,,,,831,0,0,0,0,0,0,2,3
1_2_7_1,1,2,7,1,35246,44408,44408,DeuceCourt,181 KPH,Pronated,NA,11.678,1.357,2.755,4,Winner,NA,False,Ground,BackHand,0.98 Metre,Cross Court,NA,False,False,True,-6.129,-0.583,0.036,T,,,,-12.588,3.64,1.23,6.184,-2.303,0.031,-17.021,-1.27,1.24,-0.0,-0.414,1.878,10.223,0.297,0.042,2550.84,0,0,0,0,0,0,3,3
1_2_8_1,1,2,8,1,35246,44408,35246,AdCourt,210 KPH,NA,NA,,,,1,Forced Error,NA,False,Ground,ForeHand,NA,NA,NA,True,False,False,,,,,,,,,,,,,,,,,,,,,,,2550.84,0,0,0,0,0,0,3,4
1_2_9_1,1,2,9,1,35246,44408,35246,DeuceCourt,195.7 KPH,Pronated,0.37 Metre,11.511,1.319,2.735,0,Faulty Serve,Wide Error,False,NA,ForeHand,1.01 Metre,NA,NA,False,False,True,-4.598,0.366,0.039,T,,,,11.511,1.319,2.735,-4.598,0.366,0.039,,,,,,,,,,NA,1,0,0,0,0,0,4,4
1_2_9_2,1,2,9,2,35246,44408,35246,DeuceCourt,172 KPH,Pronated,NA,11.544,1.022,2.932,15,Winner,NA,False,Ground,ForeHand,1.91 Metre,Down the Line,NA,False,False,True,-5.144,-1.862,0.039,Body,,,,14.362,-3.363,1.02,-11.55,-3.838,0.032,-13.377,-3.229,1.613,-0.0,-0.071,1.687,7.127,1.215,0.043,2688.6,0,0,0,0,0,0,4,4
1_2_10_1,1,2,10,1,35246,44408,44408,AdCourt,196 KPH,NA,NA,,,,4,Winner,NA,False,NA,ForeHand,1.46 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,831,0,0,0,0,0,0,5,4
1_2_11_1,1,2,11,1,35246,44408,44408,DeuceCourt,181 KPH,NA,NA,,,,6,Unforced Error,NA,False,Ground,ForeHand,0.98 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2550.84,0,0,0,0,0,0,5,5
1_2_12_1,1,2,12,1,35246,44408,35246,AdCourt,208 KPH,Pronated,NA,11.331,-1.07,2.78,5,Winner,NA,False,Volley,ForeHand,2.19 Metre,Cross Court,NA,True,False,True,-4.88,3.429,0.029,Wide,,,,4.745,-3.726,1.023,-11.273,2.786,0.039,-14.673,6.704,1.284,0.0,1.702,2.243,7.25,-0.6,0.039,848.88,0,0,0,0,0,0,5,6
1_2_13_1,1,2,13,1,35246,44408,44408,DeuceCourt,181 KPH,NA,NA,,,,4,Forced Error,NA,False,Ground,ForeHand,0.98 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2550.84,0,0,0,0,0,0,6,6
1_2_14_1,1,2,14,1,35246,44408,44408,AdCourt,NA,NA,NA,,,,2,Forced Error,NA,False,,BackHand,NA,NA,NA,True,True,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,6,7
1_3_1_1,1,3,1,1,44408,35246,35246,DeuceCourt,169 KPH,NA,NA,,,,8,Unforced Error,NA,False,,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
1_3_2_1,1,3,2,1,44408,35246,44408,AdCourt,167 KPH,Flat,NA,-11.314,1.985,2.795,3,Forced Error,NA,True,Passing,BackHand,1.1 Metre,NA,NA,False,False,True,5.239,-3.938,0.035,Wide,,,,11.248,2.683,0.276,0.148,3.01,0.036,16.007,-7.645,1.359,0.067,-0.266,0.979,-3.995,1.611,0.04,2649.06,0,0,0,0,0,0,0,1
1_3_3_1,1,3,3,1,44408,35246,44408,DeuceCourt,184 KPH,NA,NA,,,,3,Unforced Error,NA,False,Passing,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2649.06,0,0,0,0,0,0,1,1
1_3_4_1,1,3,4,1,44408,35246,44408,AdCourt,162 KPH,Flat,NA,-11.313,1.924,2.835,3,Unforced Error,NA,True,Ground,ForeHand,0.93 Metre,NA,Net Error,False,False,True,6.071,-0.956,0.036,T,,,,12.319,0.915,1.186,0.275,2.612,0.035,16.247,-2.33,1.216,0.0,-0.384,2.461,-10.952,1.321,0.039,3861.6,0,0,0,0,0,0,2,1
1_3_5_1,1,3,5,1,44408,35246,35246,DeuceCourt,161 KPH,NA,NA,,,,2,Forced Error,NA,False,Ground,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,3861.6,0,0,0,0,0,0,3,1
1_3_6_1,1,3,6,1,44408,35246,44408,AdCourt,193 KPH,Flat,NA,-11.274,1.514,2.896,5,Forced Error,NA,False,Passing,ForeHand,0.77 Metre,NA,NA,False,False,True,4.915,-2.979,0.034,Wide,,,,16.59,-3.972,0.536,-4.801,-4.615,0.034,15.922,-5.797,1.384,0.0,-3.83,1.786,-7.441,-3.043,0.034,1795.38,0,0,0,0,0,0,3,2
1_4_1_1,1,4,1,1,35246,44408,44408,DeuceCourt,200 KPH,Pronated,NA,-11.292,-1.292,2.77,2,Unforced Error,NA,False,Volley,ForeHand,1.89 Metre,NA,Long Error,False,False,True,6.263,0.349,0.044,T,,,,-5.614,2.567,1.759,12.885,-4.789,0.026,18.253,1.001,0.963,0.0,1.769,8.058,12.885,-4.789,0.026,3440.4,0,0,0,0,0,0,0,0
1_4_2_1,1,4,2,1,35246,44408,44408,AdCourt,182.63 KPH,NA,0.31 Metre,-11.252,0.747,2.775,0,Faulty Serve,Net Error,True,NA,ForeHand,0.84 Metre,NA,Net Error,False,False,True,-0.11,0.29,0.042,T,,,,-11.252,0.747,2.775,-0.11,0.29,0.042,,,,,,,,,,NA,1,0,0,0,0,0,0,1
1_4_2_2,1,4,2,2,35246,44408,44408,AdCourt,193 KPH,NA,NA,,,,4,Forced Error,NA,False,Passing,ForeHand,0.77 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,1795.38,0,0,0,0,0,0,0,1
1_4_3_1,1,4,3,1,35246,44408,44408,DeuceCourt,206 KPH,Pronated,NA,-11.222,-0.97,2.819,6,Winner,NA,False,Passing,ForeHand,1.44 Metre,Down the Line,NA,False,False,True,5.581,3.492,0.034,Wide,,,,5.3,3.718,1.12,-7.679,2.956,0.031,17.474,6.284,1.046,0.0,1.67,1.977,-6.323,-0.306,0.036,2611.02,0,0,0,0,0,0,0,2
1_4_4_1,1,4,4,1,35246,44408,44408,AdCourt,NA,NA,NA,,,,2,Unforced Error,NA,False,,BackHand,NA,NA,NA,True,True,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3
1_5_1_1,1,5,1,1,44408,35246,35246,DeuceCourt,173 KPH,NA,NA,,,,2,Unforced Error,NA,False,Passing,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,1795.38,0,0,0,0,0,0,0,0
1_5_2_1,1,5,2,1,44408,35246,44408,AdCourt,189 KPH,NA,NA,,,,9,Forced Error,NA,False,Passing,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,1795.38,0,0,0,0,0,0,0,1
1_5_3_1,1,5,3,1,44408,35246,44408,DeuceCourt,208 KPH,Flat,NA,11.348,1.099,2.821,1,Forced Error,NA,True,Ground,ForeHand,0.93 Metre,NA,NA,False,False,True,-6.214,-1.672,0.039,Body,,,,-14.843,-3.213,1.393,-0.086,-2.007,0.042,-14.843,-3.213,1.393,0.006,-2.002,0.925,-0.086,-2.007,0.042,2163.12,0,0,0,0,0,0,1,1
1_5_4_1,1,5,4,1,44408,35246,35246,AdCourt,182 KPH,NA,NA,,,,6,Unforced Error,NA,False,Ground,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2163.12,0,0,0,0,0,0,2,1
1_5_5_1,1,5,5,1,44408,35246,44408,DeuceCourt,213 KPH,NA,NA,,,,3,Forced Error,NA,False,Ground,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2163.12,0,0,0,0,0,0,2,2
1_5_6_1,1,5,6,1,44408,35246,35246,AdCourt,202 KPH,NA,NA,,,,2,Forced Error,NA,False,Ground,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2163.12,0,0,0,0,0,0,3,2
1_5_7_1,1,5,7,1,44408,35246,44408,DeuceCourt,169 KPH,NA,NA,,,,3,Forced Error,NA,False,Ground,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2163.12,0,0,0,0,0,0,3,3
1_5_8_1,1,5,8,1,44408,35246,35246,AdCourt,205 KPH,Slice,NA,11.191,-1.576,2.843,6,Unforced Error,NA,False,Ground,BackHand,2.03 Metre,NA,Wide Error,False,False,True,-5.854,1.546,0.037,Body,,,,12.525,-4.369,1.291,-9.424,-4.615,0.029,-15.873,3.018,1.138,-0.0,0.645,2.14,10.727,-0.542,0.041,1530.78,0,0,0,0,0,0,4,3
1_5_9_1,1,5,9,1,44408,35246,44408,DeuceCourt,184 KPH,NA,NA,,,,3,Forced Error,NA,False,Ground,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,1530.78,0,0,0,0,0,0,4,4
NA,1,5,10,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,5,4
