point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
NA,1,1,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,31976,44009,44009,DeuceCourt,167 KPH,Pronated,NA,-11.411,-0.616,2.907,6,Unforced Error,NA,False,Ground,BackHand,1.8 Metre,NA,Long Error,False,False,True,4.949,1.087,0.038,T,1.281,0.0,0.337,-12.069,3.177,0.73,12.52,-1.822,0.039,11.785,1.741,1.663,0.0,0.438,2.159,-9.702,-0.767,0.048,1586.4,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,31976,44009,31976,AdCourt,NA,NA,NA,,,,1,Ace,NA,False,,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1
1_1_3_1,1,1,3,1,31976,44009,31976,DeuceCourt,217 KPH,NA,NA,,,,3,Winner,NA,False,,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1
NA,1,1,4,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,2,1
1_1_4_2,1,1,4,2,31976,44009,31976,AdCourt,161 KPH,Kick,NA,-11.318,1.845,2.879,5,Unforced Error,NA,False,Ground,BackHand,1.74 Metre,NA,Wide Error,False,False,True,4.164,-2.55,0.027,Body,1.141,0.0,-1.57,12.108,-2.367,1.028,-11.06,4.326,0.046,10.855,-4.404,1.821,0.0,-1.003,2.141,-10.195,2.002,0.05,1683.3,0,0,0,0,0,0,2,1
1_1_5_1,1,1,5,1,31976,44009,31976,DeuceCourt,NA,NA,NA,,,,1,Ace,NA,False,,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,3,1
1_2_1_1,1,2,1,1,44009,31976,,DeuceCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0
1_2_1_2,1,2,1,2,44009,31976,44009,DeuceCourt,167 KPH,NA,NA,,,,1,Forced Error,NA,False,Ground,BackHand,1.8 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,1586.4,0,0,0,0,0,0,0,0
1_2_2_1,1,2,2,1,44009,31976,31976,AdCourt,161 KPH,NA,NA,,,,4,Unforced Error,NA,False,Ground,ForeHand,1.74 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,1683.3,0,0,0,0,0,0,1,0
NA,1,2,3,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,1,1
1_2_3_2,1,2,3,2,44009,31976,31976,DeuceCourt,130 KPH,Kick,NA,-11.428,-0.32,2.664,4,Unforced Error,NA,False,Ground,BackHand,1.35 Metre,NA,Wide Error,False,False,True,3.972,1.261,0.039,T,1.145,0.0,0.659,-12.964,1.554,1.228,9.384,4.966,0.034,12.761,2.212,1.631,0.0,2.469,1.722,-8.257,2.436,0.035,811.98,0,0,0,0,0,0,1,1
1_2_4_1,1,2,4,1,44009,31976,44009,AdCourt,171 KPH,NA,NA,,,,5,Winner,NA,False,,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,2
1_2_5_1,1,2,5,1,44009,31976,31976,DeuceCourt,130 KPH,NA,NA,,,,2,Unforced Error,NA,False,Ground,BackHand,1.35 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,811.98,0,0,0,0,0,0,2,2
1_2_6_1,1,2,6,1,44009,31976,31976,AdCourt,155 KPH,Flat,NA,-11.172,1.079,2.662,2,Forced Error,NA,False,NA,ForeHand,1.67 Metre,NA,NA,True,True,True,5.187,-3.333,0.033,Wide,1.162,0.0,-2.142,-5.25,-1.798,0.99,10.323,4.615,0.032,15.235,-5.723,1.258,0.0,-2.659,1.703,10.323,4.615,0.032,NA,0,0,0,0,0,0,2,3
