point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
NA,1,1,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,36276,49300,49300,DeuceCourt,0 KPH,NA,NA,,,,6,Unforced Error,NA,False,,ForeHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
NA,1,1,2,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,1
1_1_2_2,1,1,2,2,36276,49300,49300,AdCourt,152 KPH,Flat,NA,11.383,-1.801,2.887,2,Unforced Error,NA,False,Ground,ForeHand,2.22 Metre,NA,Long Error,False,False,True,-4.714,2.361,0.032,Body,1.192,0.0,1.303,12.35,-2.131,0.979,-12.453,4.654,0.036,-15.469,5.084,1.196,-0.0,0.748,1.366,6.558,-0.801,0.039,2534.22,0,0,0,0,0,0,0,1
1_1_3_1,1,1,3,1,36276,49300,36276,DeuceCourt,188 KPH,Flat,NA,11.472,0.992,2.855,15,Unforced Error,NA,False,Ground,BackHand,1.76 Metre,NA,Long Error,False,False,True,-5.011,-2.451,0.039,Body,1.057,0.0,-1.345,-13.485,2.432,0.992,11.933,-2.063,0.038,-15.153,-4.761,1.075,-0.0,-1.798,2.566,9.578,-0.086,0.044,1479.72,0,0,0,0,0,0,0,2
1_1_4_1,1,1,4,1,36276,49300,49300,AdCourt,204 KPH,Flat,NA,11.262,-1.628,2.868,2,Unforced Error,NA,False,Ground,BackHand,2.01 Metre,NA,Long Error,False,False,True,-4.563,1.31,0.038,T,0.98,0.0,0.497,10.89,-3.841,1.375,-12.885,1.405,0.049,-15.481,3.123,1.266,0.0,-0.78,1.917,6.964,-2.857,0.037,1155.78,0,0,0,0,0,0,1,2
1_1_5_1,1,1,5,1,36276,49300,36276,DeuceCourt,199 KPH,NA,NA,,,,5,Forced Error,NA,False,Ground,ForeHand,NA,NA,NA,True,False,False,,,,,,,,,,,,,,,,,,,,,,,1155.78,0,0,0,0,0,0,1,3
NA,1,1,6,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,2,3
1_1_6_2,1,1,6,2,36276,49300,36276,AdCourt,188 KPH,NA,NA,,,,13,Unforced Error,NA,False,Ground,ForeHand,1.76 Metre,NA,NA,True,False,False,,,,,,,,,,,,,,,,,,,,,,,1479.72,0,0,0,0,0,0,2,3
1_1_7_1,1,1,7,1,36276,49300,36276,DeuceCourt,201 KPH,Flat,NA,11.467,0.925,2.837,19,Unforced Error,NA,False,Ground,BackHand,1.43 Metre,NA,Long Error,False,False,True,-4.578,-3.355,0.039,Wide,1.004,-0.0,-2.068,-12.41,3.745,1.049,12.075,3.92,0.046,-15.69,-6.483,1.041,-0.0,-3.807,1.812,8.924,-2.269,0.038,1445.46,0,0,0,0,0,0,3,3
1_1_8_1,1,1,8,1,36276,49300,36276,AdCourt,208 KPH,Pronated,NA,11.277,-1.536,2.822,1,Forced Error,NA,False,Ground,ForeHand,1.16 Metre,NA,NA,False,False,True,-5.481,0.75,0.037,T,1.096,0.0,0.013,-16.158,2.231,1.054,5.496,-4.496,0.033,-16.158,2.231,1.054,-0.0,-2.768,1.158,5.496,-4.496,0.033,1967.7,0,0,0,0,0,0,4,3
NA,1,2,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_2_1_2,1,2,1,2,49300,36276,49300,DeuceCourt,148 KPH,Flat,NA,11.483,0.679,2.89,7,Unforced Error,NA,True,Drop,BackHand,0.75 Metre,NA,Net Error,False,False,True,-4.089,-1.461,0.04,Body,1.149,0.0,-0.695,-12.043,3.099,0.423,-0.05,1.576,0.037,-16.217,-3.206,1.045,-0.0,-2.118,1.744,7.352,-1.72,0.038,NA,0,0,0,0,0,0,0,0
1_2_2_1,1,2,2,1,49300,36276,36276,AdCourt,184 KPH,Flat,NA,11.214,-1.101,2.898,6,Forced Error,NA,False,Ground,BackHand,NA,NA,NA,False,False,True,-5.642,3.146,0.03,Wide,1.18,0.0,1.782,15.536,-4.554,0.947,-12.885,-1.262,0.044,-16.381,5.679,1.035,0.0,0.072,1.156,4.729,-1.49,0.039,845.76,0,0,0,0,0,0,1,0
1_2_3_1,1,2,3,1,49300,36276,36276,DeuceCourt,184 KPH,NA,NA,,,,6,Unforced Error,NA,False,Ground,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,845.76,0,0,0,0,0,0,1,1
1_2_4_1,1,2,4,1,49300,36276,36276,AdCourt,184 KPH,NA,NA,,,,4,Forced Error,NA,False,Ground,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,845.76,0,0,0,0,0,0,1,2
1_2_5_1,1,2,5,1,49300,36276,49300,DeuceCourt,180 KPH,NA,NA,,,,3,Forced Error,NA,False,Ground,ForeHand,NA,NA,NA,True,False,False,,,,,,,,,,,,,,,,,,,,,,,845.76,0,0,0,0,0,0,1,3
