point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
1_1_1_1,1,1,1,1,36389,32019,36389,DeuceCourt,201 KPH,Flat,NA,11.395,1.138,2.936,3,Winner,NA,False,Ground,ForeHand,1.24 Metre,Down the Line,NA,False,False,True,-4.449,-0.244,0.039,T,,,,10.119,-1.808,1.197,-7.034,-3.235,0.038,-14.906,-1.229,1.284,0.0,-0.912,2.665,8.211,-1.251,0.034,NA,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,36389,32019,36389,AdCourt,198.05 KPH,NA,NA,11.461,-1.301,2.927,0,Faulty Serve,NA,True,NA,BackHand,0.82 Metre,NA,NA,False,False,True,,,,,,,,11.461,-1.301,2.927,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0
1_1_2_2,1,1,2,2,36389,32019,32019,AdCourt,154 KPH,Pronated,NA,11.592,-1.637,2.927,6,Winner,NA,False,Ground,BackHand,1.58 Metre,Down the Line,NA,False,False,True,-4.415,2.483,0.028,Body,,,,-13.465,2.69,0.934,11.371,3.893,0.04,-11.16,4.239,1.715,-0.0,1.066,1.765,10.797,-1.557,0.034,1371.48,0,0,0,0,0,0,1,0
1_1_3_1,1,1,3,1,36389,32019,32019,DeuceCourt,182 KPH,Slice,NA,11.602,1.052,2.985,6,Winner,NA,False,Ground,ForeHand,1.51 Metre,Down the Line,NA,False,False,True,-5.721,-3.912,0.038,Wide,,,,-10.155,2.237,0.581,10.943,2.72,0.038,-13.223,-6.382,1.244,-0.0,-3.303,1.961,11.364,-0.8,0.038,3778.02,0,0,0,0,0,0,1,1
1_1_4_1,1,1,4,1,36389,32019,32019,AdCourt,208.23 KPH,NA,0.35 Metre,11.452,-1.317,2.929,0,Faulty Serve,Net Error,True,NA,ForeHand,0.9 Metre,NA,Net Error,False,False,True,0.347,2.439,0.035,Body,,,,11.452,-1.317,2.929,0.347,2.439,0.035,,,,,,,,,,0,1,0,0,0,0,0,1,2
1_1_4_2,1,1,4,2,36389,32019,32019,AdCourt,160 KPH,Kick,NA,11.573,-1.649,2.935,2,Unforced Error,NA,True,Ground,ForeHand,0.82 Metre,NA,Net Error,False,False,True,-4.503,2.598,0.028,Body,,,,12.153,-1.612,0.572,,,,-11.237,4.335,1.588,0.0,1.351,1.181,5.559,-0.039,0.047,3662.52,0,0,0,0,0,0,1,2
1_1_5_1,1,1,5,1,36389,32019,36389,DeuceCourt,199 KPH,Flat,NA,11.505,1.144,2.968,1,Forced Error,NA,True,Ground,BackHand,0.93 Metre,NA,NA,True,False,True,-4.734,-0.221,0.038,T,,,,-14.261,-1.092,1.219,-0.564,-0.642,0.044,-14.261,-1.092,1.219,0.026,-0.9,0.926,-0.564,-0.642,0.044,1142.64,0,0,0,0,0,0,1,3
1_1_6_1,1,1,6,1,36389,32019,36389,AdCourt,199 KPH,Flat,NA,11.351,-1.21,2.949,3,Winner,NA,False,Ground,ForeHand,1.35 Metre,Cross Court,NA,True,False,True,-4.941,0.531,0.038,T,,,,10.641,-0.041,1.625,-8.902,2.696,0.031,-13.404,1.195,1.207,0.0,0.449,2.137,5.471,0.195,0.047,2496.18,0,0,0,0,0,0,2,3
1_1_7_1,1,1,7,1,36389,32019,32019,DeuceCourt,199 KPH,Flat,NA,11.56,1.097,2.953,6,Unforced Error,NA,True,Ground,ForeHand,0.7 Metre,NA,Net Error,False,False,True,-4.699,-3.237,0.039,Wide,,,,9.642,0.148,0.462,,,,-13.316,-5.706,1.251,0.0,-3.093,1.43,9.495,-1.246,0.035,3687.18,0,0,0,0,0,0,3,3
1_1_8_1,1,1,8,1,36389,32019,36389,AdCourt,178 KPH,Kick,NA,11.522,-1.699,2.87,5,Unforced Error,NA,False,Ground,BackHand,1.36 Metre,NA,Wide Error,True,True,True,-4.978,3.229,0.03,Wide,,,,-10.864,4.984,1.215,9.179,-4.486,0.033,-13.125,5.65,1.606,-0.0,2.501,1.39,8.092,0.675,0.044,1908.6,0,0,0,0,0,0,3,4
