point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
NA,1,1,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,43964,31132,43964,DeuceCourt,0 KPH,NA,NA,,,,5,Winner,NA,False,,ForeHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,43964,31132,43964,AdCourt,182 KPH,Flat,NA,-11.307,0.837,2.848,3,Winner,NA,False,Ground,ForeHand,1.26 Metre,Cross Court,NA,False,False,True,5.282,-0.347,0.059,T,1.149,-0.0,-0.125,-11.528,0.806,1.033,7.539,-3.924,0.036,13.817,-0.682,1.166,-0.0,0.299,1.531,-5.518,0.679,0.049,3189.6,0,0,0,0,0,0,1,0
1_1_3_1,1,1,3,1,43964,31132,43964,DeuceCourt,182 KPH,NA,NA,,,,0,Faulty Serve,NA,False,Ground,ForeHand,1.26 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,3189.6,1,0,0,0,0,0,2,0
1_1_3_2,1,1,3,2,43964,31132,43964,DeuceCourt,152 KPH,Pronated,NA,-11.489,-0.6,2.828,5,Winner,NA,False,Ground,ForeHand,1.54 Metre,Down the Line,NA,False,False,True,4.777,1.443,0.058,Body,1.273,0.0,0.616,-13.584,-1.363,1.034,8.443,-3.143,0.037,11.361,2.219,1.638,0.0,1.668,1.685,-9.252,0.891,0.041,3151.2,0,0,0,0,0,0,2,0
NA,1,1,4,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,3,0
1_1_4_2,1,1,4,2,43964,31132,43964,AdCourt,0 KPH,NA,NA,,,,1,Unforced Error,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,937.02,0,0,0,0,0,0,3,0
1_2_1_1,1,2,1,1,31132,43964,43964,DeuceCourt,207 KPH,NA,NA,,,,10,Winner,NA,False,,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
1_2_2_1,1,2,2,1,31132,43964,43964,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,Ground,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1
1_2_2_2,1,2,2,2,31132,43964,43964,AdCourt,NA,NA,NA,,,,0,DoubleFault,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,1
1_2_3_1,1,2,3,1,31132,43964,31132,DeuceCourt,NA,NA,NA,,,,1,Ace,NA,False,,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,2
1_2_4_1,1,2,4,1,31132,43964,43964,AdCourt,187 KPH,Flat,NA,-11.162,1.435,2.784,4,Unforced Error,NA,False,Ground,ForeHand,1.87 Metre,NA,Wide Error,False,False,True,5.239,-2.922,0.047,Wide,1.093,-0.0,-1.608,-12.034,-1.663,1.182,11.399,-4.233,0.029,13.326,-4.907,1.205,0.0,-1.536,1.667,-6.502,-0.04,0.048,2467.44,0,0,0,0,0,1,1,2
1_2_5_1,1,2,5,1,31132,43964,43964,DeuceCourt,187 KPH,NA,NA,,,,0,Faulty Serve,NA,False,Ground,ForeHand,1.87 Metre,NA,NA,True,False,False,,,,,,,,,,,,,,,,,,,,,,,2467.44,1,0,0,0,0,0,1,3
1_2_5_2,1,2,5,2,31132,43964,31132,DeuceCourt,132 KPH,Pronated,NA,-11.588,-0.928,2.862,1,Unforced Error,NA,False,Ground,ForeHand,1.41 Metre,NA,Wide Error,True,False,True,4.005,0.476,0.057,T,1.169,0.0,-0.126,14.798,1.281,1.52,-5.833,-4.284,0.041,14.798,1.281,1.52,0.0,-2.896,1.412,-5.833,-4.284,0.041,2831.82,0,0,0,0,0,0,1,3
1_2_6_1,1,2,6,1,31132,43964,31132,AdCourt,132 KPH,NA,NA,,,,0,Faulty Serve,NA,False,Ground,ForeHand,1.41 Metre,NA,NA,True,False,False,,,,,,,,,,,,,,,,,,,,,,,2831.82,1,0,0,0,0,0,2,3
1_2_6_2,1,2,6,2,31132,43964,31132,AdCourt,133 KPH,Flat,NA,-11.578,1.65,2.795,7,Winner,NA,False,Ground,ForeHand,1.25 Metre,Cross Court,NA,True,False,True,6.295,-2.52,0.049,Body,1.683,-0.0,-1.418,-12.868,0.898,0.804,7.62,-3.574,0.036,14.542,-4.204,1.493,0.0,-0.546,1.735,-8.418,1.054,0.044,2951.76,0,0,0,0,0,0,2,3
1_2_7_1,1,2,7,1,31132,43964,31132,DeuceCourt,133 KPH,NA,NA,,,,0,Faulty Serve,NA,False,Ground,BackHand,1.25 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2951.76,1,0,0,0,0,0,3,3
1_2_7_2,1,2,7,2,31132,43964,43964,DeuceCourt,134 KPH,Kick,NA,-11.475,-1.248,2.813,14,Winner,NA,False,Ground,BackHand,1.14 Metre,Down the Line,NA,False,False,True,5.324,1.043,0.057,T,1.475,0.0,0.032,12.023,-2.806,1.226,-6.987,-2.887,0.043,14.644,2.34,1.784,0.016,2.882,1.023,-7.688,2.576,0.041,1559.16,0,0,0,0,0,0,3,3
1_2_8_1,1,2,8,1,31132,43964,31132,AdCourt,199 KPH,Flat,NA,-11.168,1.283,2.791,3,Winner,NA,False,Ground,ForeHand,1.53 Metre,Cross Court,NA,True,False,True,4.882,-0.689,0.059,T,1.041,0.0,-0.141,-11.095,1.318,0.861,10.282,-4.076,0.034,13.688,-1.692,1.346,0.0,-0.163,1.163,-5.949,0.619,0.045,2841.6,0,0,0,0,0,0,3,4
1_2_9_1,1,2,9,1,31132,43964,31132,DeuceCourt,NA,NA,NA,,,,1,Ace,NA,False,,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,4,4
1_2_10_1,1,2,10,1,31132,43964,31132,AdCourt,201 KPH,Flat,NA,-11.067,1.536,2.778,1,Ace,NA,False,NA,ForeHand,1.18 Metre,Down the Line,NA,False,False,True,5.864,0.008,0.058,T,1.183,-0.0,0.453,-11.067,1.536,2.778,5.864,0.008,0.058,,,,,,,,,,NA,0,0,0,1,0,1,5,4
NA,1,3,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,1,0,0
1_3_1_2,1,3,1,2,43964,31132,43964,DeuceCourt,163 KPH,Flat,NA,11.371,0.599,2.833,5,Forced Error,NA,False,Ground,ForeHand,1.95 Metre,NA,NA,False,False,True,-6.213,-1.283,0.049,T,1.484,0.0,-0.349,-13.459,-4.914,1.349,12.885,-4.631,0.021,-11.663,-1.868,1.463,-0.0,-2.784,1.642,8.022,-3.288,0.036,1324.38,0,0,0,0,0,0,0,0
1_3_2_1,1,3,2,1,43964,31132,43964,AdCourt,193 KPH,Flat,NA,11.299,-1.021,2.86,1,Forced Error,NA,False,Ground,ForeHand,3.51 Metre,NA,NA,False,False,True,-5.071,0.187,0.049,T,1.119,0.0,-0.07,-13.802,0.653,1.245,12.885,-1.852,0.047,-13.802,0.653,1.245,-0.0,-0.486,3.51,12.885,-1.852,0.047,1448.82,0,0,0,0,0,0,1,0
1_3_3_1,1,3,3,1,43964,31132,31132,DeuceCourt,179 KPH,Slice,NA,11.255,0.957,2.817,2,Forced Error,NA,True,Ground,ForeHand,0.76 Metre,NA,NA,False,False,True,-4.514,-3.217,0.043,Wide,1.107,-0.0,-1.848,11.188,3.212,0.673,,,,-12.407,-5.701,1.32,-0.0,-0.89,1.165,7.182,1.779,0.053,1914.72,0,0,0,0,0,0,2,0
1_3_4_1,1,3,4,1,43964,31132,43964,AdCourt,195 KPH,Flat,NA,11.159,-0.922,2.829,1,Forced Error,NA,False,Ground,BackHand,2.06 Metre,NA,NA,False,False,True,-5.319,2.891,0.039,Wide,1.101,0.0,1.731,-12.949,4.456,1.186,11.979,-2.887,0.04,-12.949,4.456,1.186,-0.0,0.6,2.058,11.979,-2.887,0.04,1654.32,0,0,0,0,0,0,2,1
1_3_5_1,1,3,5,1,43964,31132,43964,DeuceCourt,196.79 KPH,Flat,0.16 Metre,11.241,0.91,2.838,0,Faulty Serve,Long Error,False,NA,BackHand,1.3 Metre,NA,NA,False,False,True,-6.561,-0.269,0.049,T,1.302,0.0,0.294,11.241,0.91,2.838,-6.561,-0.269,0.049,,,,,,,,,,NA,1,0,0,0,0,0,3,1
1_3_5_2,1,3,5,2,43964,31132,43964,DeuceCourt,146 KPH,Pronated,NA,11.372,0.518,2.835,1,Forced Error,NA,False,Ground,BackHand,2.64 Metre,NA,NA,False,False,True,-4.348,-1.081,0.048,T,1.189,0.0,-0.435,-11.409,-1.56,1.757,12.885,4.391,0.029,-11.409,-1.56,1.757,0.0,0.854,2.638,12.885,4.391,0.029,1244.7,0,0,0,0,0,0,3,1
1_4_1_1,1,4,1,1,31132,43964,31132,DeuceCourt,196 KPH,NA,NA,,,,5,Forced Error,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,0,0,0,0,0,0,0,0
1_4_2_1,1,4,2,1,31132,43964,31132,AdCourt,201 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,1.18 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,1,0
1_4_2_2,1,4,2,2,31132,43964,31132,AdCourt,179 KPH,NA,NA,,,,1,Forced Error,NA,False,Ground,BackHand,0.76 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,1914.72,0,0,0,0,0,0,1,0
1_4_3_1,1,4,3,1,31132,43964,31132,DeuceCourt,201 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,ForeHand,1.18 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,2,0
1_4_3_2,1,4,3,2,31132,43964,43964,DeuceCourt,143 KPH,Pronated,NA,11.655,0.933,2.802,6,Unforced Error,NA,False,Ground,ForeHand,1.71 Metre,NA,Long Error,False,False,True,-4.02,-0.792,0.047,T,1.099,0.0,-0.142,12.118,2.591,0.805,-12.622,2.971,0.034,-15.625,-1.693,1.476,-0.0,-1.038,1.826,8.639,-0.422,0.058,2612.52,0,0,0,0,0,0,2,0
1_4_4_1,1,4,4,1,31132,43964,43964,AdCourt,143 KPH,NA,NA,,,,0,Faulty Serve,NA,False,Ground,ForeHand,1.71 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2612.52,1,0,0,0,0,0,2,1
1_4_4_2,1,4,4,2,31132,43964,43964,AdCourt,143 KPH,NA,NA,,,,6,Forced Error,NA,False,Ground,ForeHand,1.71 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2612.52,0,0,0,0,0,0,2,1
