point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score,player1,player2,p1_cum_games,p2_cum_games,p1_cum_sets,p2_cum_sets
1_1_1_1,1,1,1,1,ATPS0AG,ATPSH90,,DeuceCourt,188.29 KPH,NA,0.06 Metre,-11.4069996,-0.625999987,2.93300009,0,Faulty Serve,Net Error,True,NA,ForeHand,0.84 Metre,NA,Net Error,False,False,True,-0.063000001,3.296,0.023,Wide,0.841000021,-0.0199999996,2.95700002,-11.4069996,-0.625999987,2.93300009,-0.063000001,3.296,0.023,,,,,,,,,,NA,1,0,0,0,0,0,0,0,ATPS0AG,ATPSH90,0,0,0,0
1_1_1_2,1,1,1,2,ATPS0AG,ATPSH90,ATPSH90,DeuceCourt,147 KPH,Pronated,NA,-11.4849997,-0.412999988,2.9460001,8,Winner,NA,False,Volley,ForeHand,1.11 Metre,Cross Court,NA,False,False,True,4.625,2.34599996,0.0280000009,Body,,,,2.47099996,0.199000001,1.699,-3.93300009,-1.55400002,0.0350000001,10.8280001,3.36299992,1.76199996,0.0,0.728999972,2.52900004,-9.07699966,-2.6099999,0.0320000015,0,0,0,0,0,0,0,0,0,ATPS0AG,ATPSH90,0,0,0,0
1_1_2_1,1,1,2,1,ATPS0AG,ATPSH90,ATPS0AG,AdCourt,193 KPH,Flat,NA,-11.2419996,1.15699995,2.93000007,1,Forced Error,NA,False,Ground,BackHand,2.13 Metre,NA,NA,False,False,True,5.83500004,-2.66000009,0.0370000005,Body,,,,12.6440001,-4.09499979,1.08000004,-3.45000005,4.615,0.0280000009,12.6440001,-4.09499979,1.08000004,0.0,3.6559999,2.13400006,-3.45000005,4.615,0.0280000009,900.66,0,0,0,0,0,0,0,1,ATPS0AG,ATPSH90,0,0,0,0
1_1_3_1,1,1,3,1,ATPS0AG,ATPSH90,ATPS0AG,DeuceCourt,194 KPH,Flat,NA,-11.3079996,-0.672999978,2.8900001,3,Unforced Error,NA,True,Ground,ForeHand,0.94 Metre,NA,Net Error,False,False,True,5.63899994,1.26600003,0.0299999993,T,,,,12.2290001,-1.67700005,0.89200002,1.21599996,-1.82700002,0.0299999993,12.9139996,2.30699992,1.21300006,0.0,2.00200009,1.421,-8.46899986,1.84800005,0.0370000005,3338.28,0,0,0,0,0,0,1,1,ATPS0AG,ATPSH90,0,0,0,0
1_1_4_1,1,1,4,1,ATPS0AG,ATPSH90,ATPS0AG,AdCourt,197 KPH,Flat,NA,-11.2150002,1.11699998,2.9000001,3,Forced Error,NA,True,Ground,ForeHand,0.8 Metre,NA,NA,False,False,True,5.10200024,-2.98300004,0.0320000015,Wide,1.08299994,-0.0,-1.73399997,13.3450003,3.99300003,0.980000019,,,,12.4890003,-4.74399996,1.37600005,0.0,-3.05999994,1.59000003,-7.80000019,-2.13000011,0.0329999998,2061.84,0,0,0,0,0,0,2,1,ATPS0AG,ATPSH90,0,0,0,0
1_1_5_1,1,1,5,1,ATPS0AG,ATPSH90,ATPS0AG,DeuceCourt,179 KPH,Slice,NA,-11.29,-0.763999999,2.89400005,1,Forced Error,NA,True,NA,ForeHand,0.64 Metre,NA,NA,False,False,True,5.01000023,3.53800011,0.0289999992,Wide,,,,12.0530005,5.67500019,1.33800006,0.317999989,0.298000008,0.0309999995,12.0530005,5.67500019,1.33800006,-0.00400000019,1.11899996,0.637000024,0.317999989,0.298000008,0.0309999995,1003.98,0,0,0,0,0,0,3,1,ATPS0AG,ATPSH90,0,0,0,0
1_2_1_1,1,2,1,1,ATPSH90,ATPS0AG,ATPS0AG,DeuceCourt,196 KPH,Flat,NA,-11.1420002,-1.23699999,2.77600002,6,Unforced Error,NA,True,Ground,ForeHand,0.87 Metre,NA,Net Error,False,False,True,5.89799976,2.04299998,0.0280000009,Body,1.16600001,-0.0,0.874000013,-11.7089996,-3.07599998,0.689999998,-0.130999997,-3.00399995,0.0260000005,13.073,3.64700007,1.255,0.0,0.112000003,1.76100004,-7.66699982,-1.93499994,0.0359999985,2728.14,0,0,0,0,0,0,0,0,ATPS0AG,ATPSH90,1,0,0,0
1_2_2_1,1,2,2,1,ATPSH90,ATPS0AG,ATPS0AG,AdCourt,194.17 KPH,Flat,0.61 Metre,-11.2650003,1.22099996,2.81800008,0,Faulty Serve,Long Error,False,NA,NA,1.32 Metre,NA,NA,False,False,True,7.01200008,-3.08299994,0.0370000005,Wide,,,,-11.2650003,1.22099996,2.81800008,7.01200008,-3.08299994,0.0370000005,,,,,,,,,,NA,1,0,0,0,0,0,0,1,ATPS0AG,ATPSH90,1,0,0,0
1_2_2_2,1,2,2,2,ATPSH90,ATPS0AG,ATPS0AG,AdCourt,147 KPH,Flat,0.19 Metre,-11.5810003,1.65499997,2.85700011,0,DoubleFault,Long Error,False,NA,NA,1.61 Metre,NA,NA,False,False,True,6.58500004,-1.74699998,0.0359999985,Body,1.60699999,-0.0,-0.782999992,-11.5810003,1.65499997,2.85700011,6.58500004,-1.74699998,0.0359999985,,,,,,,,,,1813.26,1,1,0,0,0,0,0,1,ATPS0AG,ATPSH90,1,0,0,0
1_2_3_1,1,2,3,1,ATPSH90,ATPS0AG,ATPSH90,DeuceCourt,179 KPH,Slice,NA,-11.3319998,-1.44299996,2.79399991,9,Unforced Error,NA,False,Ground,ForeHand,2.02 Metre,NA,Long Error,False,False,True,5.26999998,3.25600004,0.0289999992,Wide,,,,11.585,2.67000008,0.707000017,-12.885,0.797999978,0.0370000005,12.2880001,5.53499985,1.26400006,0.0,1.35899997,1.20299995,-6.12799978,-0.677999973,0.0359999985,2355.84,0,0,0,0,1,0,0,2,ATPS0AG,ATPSH90,1,0,0,0
