point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
1_1_1_1,1,1,1,1,ATPTE30,ATPK0AZ,,DeuceCourt,200.99 KPH,Pronated,0.93 Metre,11.037,2.314,2.789,0,Faulty Serve,Long Error,False,NA,ForeHand,1.4 Metre,NA,NA,False,False,True,-7.331,-3.623,0.043,Wide,1.396,0.0,-1.292,11.037,2.314,2.789,-7.331,-3.623,0.043,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,ATPTE30,ATPK0AZ,ATPTE30,DeuceCourt,132 KPH,Pronated,NA,11.265,2.293,2.831,3,Unforced Error,NA,True,Ground,ForeHand,0.19 Metre,NA,Net Error,False,False,True,-4.94,-1.498,0.037,Body,1.372,0.0,-0.554,-13.395,2.927,1.652,-0.828,-0.862,0.032,-15.152,-3.792,1.563,0.0,-1.004,2.774,11.498,0.284,0.036,2427.6,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,ATPTE30,ATPK0AZ,ATPTE30,AdCourt,200.07 KPH,Pronated,0.39 Metre,11.364,-0.765,2.781,0,Faulty Serve,Long Error,False,NA,ForeHand,1.28 Metre,NA,NA,False,False,True,-6.791,0.871,0.033,T,1.282,0.0,0.173,11.364,-0.765,2.781,-6.791,0.871,0.033,,,,,,,,,,NA,1,0,0,0,0,0,1,0
1_1_2_2,1,1,2,2,ATPTE30,ATPK0AZ,ATPTE30,AdCourt,133 KPH,Kick,NA,11.508,-0.563,2.72,11,Winner,NA,False,Ground,ForeHand,1.69 Metre,Down the Line,NA,False,False,True,-3.975,2.617,0.032,Body,1.155,0.0,1.619,13.682,-3.694,0.938,-9.989,-2.712,0.043,-10.49,3.929,1.565,-0.0,0.469,1.286,6.516,-1.527,0.038,1726.74,0,0,0,0,0,0,1,0
1_1_3_1,1,1,3,1,ATPTE30,ATPK0AZ,ATPTE30,DeuceCourt,193 KPH,Pronated,NA,11.068,2.289,2.781,1,Forced Error,NA,False,NA,ForeHand,1.64 Metre,NA,NA,False,False,True,-5.245,-3.395,0.03,Wide,1.092,0.0,-1.646,-11.733,-5.487,1.153,12.885,-2.938,0.032,-11.733,-5.487,1.153,0.0,-4.129,1.641,12.885,-2.938,0.032,0,0,0,0,0,0,0,2,0
1_1_4_1,1,1,4,1,ATPTE30,ATPK0AZ,ATPTE30,AdCourt,201 KPH,Pronated,NA,11.274,-0.854,2.797,1,Ace,NA,False,NA,ForeHand,1.06 Metre,Cross Court,NA,False,False,True,-5.393,0.697,0.033,T,1.062,0.0,0.142,11.274,-0.854,2.797,-5.393,0.697,0.033,,,,,,,,,,0,0,0,0,1,0,0,3,0
1_2_1_1,1,2,1,1,ATPK0AZ,ATPTE30,ATPK0AZ,DeuceCourt,192 KPH,Slice,NA,11.425,0.783,2.837,1,Forced Error,NA,False,NA,BackHand,NA,NA,NA,False,False,True,-6.0,-3.702,0.035,Wide,1.212,0.0,-2.001,-13.278,-5.966,1.203,12.885,0.631,0.034,-13.278,-5.966,1.203,0.0,-3.192,4.826,12.885,0.631,0.034,900.48,0,0,0,0,0,1,0,0
1_2_2_1,1,2,2,1,ATPK0AZ,ATPTE30,ATPK0AZ,AdCourt,202 KPH,Flat,NA,11.245,-1.438,2.853,3,Winner,NA,False,Ground,ForeHand,1.35 Metre,Down the Line,NA,False,False,True,-4.902,0.634,0.033,T,1.022,0.0,0.043,10.319,1.087,1.357,-9.178,1.885,0.028,-15.274,1.764,1.208,-0.0,0.961,4.086,9.039,0.921,0.037,3206.04,0,0,0,0,0,0,1,0
1_2_3_1,1,2,3,1,ATPK0AZ,ATPTE30,ATPK0AZ,DeuceCourt,212 KPH,Flat,NA,11.34,0.589,2.812,1,Forced Error,NA,False,NA,ForeHand,2.94 Metre,NA,NA,False,False,True,-6.398,-0.801,0.036,T,1.209,0.0,-0.254,-14.219,-1.572,1.168,12.885,-3.729,0.03,-14.219,-1.572,1.168,0.0,-2.355,2.944,12.885,-3.729,0.03,1533.12,0,0,0,0,0,0,2,0
1_2_4_1,1,2,4,1,ATPK0AZ,ATPTE30,ATPK0AZ,AdCourt,207.9 KPH,Flat,0.86 Metre,11.196,-1.145,2.812,0,Faulty Serve,Long Error,False,NA,ForeHand,1.3 Metre,NA,NA,False,False,True,-7.257,1.22,0.035,T,1.305,0.0,0.354,11.196,-1.145,2.812,-7.257,1.22,0.035,,,,,,,,,,NA,1,0,0,0,0,0,3,0
