point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
1_1_1_1,1,1,1,1,ATPHB71,ATPDB59,ATPHB71,DeuceCourt,203 KPH,Flat,NA,-11.2550001,-0.649999976,2.80100012,3,Winner,NA,False,Passing,ForeHand,1.26 Metre,Cross Court,NA,False,False,True,5.16599989,0.275000006,0.0289999992,T,1.05299997,-0.0,-0.0649999976,-5.39599991,-0.199000001,1.90100002,6.86000013,3.00099993,0.0350000001,13.7089996,0.940999985,1.19400001,0.0,-0.128999993,2.86599994,-3.81900001,-0.305999994,0.0329999998,NA,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,ATPHB71,ATPDB59,ATPDB59,AdCourt,188 KPH,Flat,NA,-11.1709995,1.37300003,2.85100007,4,Winner,NA,False,Ground,BackHand,1.35 Metre,Cross Court,NA,False,False,True,5.13100004,-1.17900002,0.0289999992,T,1.08099997,-0.0,-0.407999992,11.4379997,0.515999973,1.44599998,-8.63599968,-2.32399988,0.0350000001,14.6289997,-2.45000005,1.25999999,0.0,-0.0209999997,2.39100003,-11.1870003,2.14199996,0.0340000018,2331.3,0,0,0,0,0,0,1,0
1_1_3_1,1,1,3,1,ATPHB71,ATPDB59,ATPDB59,DeuceCourt,187 KPH,Slice,NA,-11.1049995,-0.726000011,2.80200005,2,Unforced Error,NA,False,Ground,ForeHand,1.37 Metre,NA,NA,False,False,True,5.97900009,3.28200006,0.0350000001,Wide,1.26900005,-0.0,1.75399995,-11.2989998,1.45299995,0.920000017,8.69400024,-2.19700003,0.0299999993,12.4049997,5.08599997,1.17900002,0.0,3.19499993,1.47300005,-6.8579998,2.20300007,0.0299999993,1675.56,0,0,0,0,0,0,1,1
1_1_4_1,1,1,4,1,ATPHB71,ATPDB59,ATPHB71,AdCourt,188 KPH,Slice,NA,-11.0760002,1.47000003,2.83400011,1,Ace,NA,False,NA,ForeHand,1.12 Metre,Cross Court,NA,False,False,True,5.31799984,-0.137999997,0.0289999992,T,1.11899996,-0.0,0.291000009,-11.0760002,1.47000003,2.83400011,5.31799984,-0.137999997,0.0289999992,,,,,,,,,,NA,0,0,0,1,0,0,1,2
1_1_5_1,1,1,5,1,ATPHB71,ATPDB59,ATPHB71,DeuceCourt,188 KPH,NA,NA,,,,3,Faulty Serve,NA,False,NA,ForeHand,1.12 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,1,2,2
1_1_5_2,1,1,5,2,ATPHB71,ATPDB59,ATPHB71,DeuceCourt,148 KPH,Kick,NA,-11.3649998,-0.515999973,2.93499994,3,Unforced Error,NA,False,Ground,ForeHand,1.74 Metre,NA,NA,False,False,True,4.79699993,2.02399993,0.0329999998,Body,1.30900002,-0.0,1.01999998,13.0640001,0.725000024,0.975000024,-11.5760002,-1.89100003,0.0390000008,12.2510004,3.3269999,1.62899995,0.0,1.57700002,1.43299997,-7.62300014,0.800999999,0.0289999992,3291.36,0,0,0,0,0,0,2,2
1_1_6_1,1,1,6,1,ATPHB71,ATPDB59,ATPDB59,AdCourt,193 KPH,Flat,NA,-11.158,1.67200005,2.81299996,4,Winner,NA,False,Ground,ForeHand,1.49 Metre,Down the Line,NA,False,False,True,5.79699993,-3.01799989,0.0289999992,Wide,1.16100001,-0.0,-1.48699999,12.8520002,-2.63100004,1.08599997,-9.0369997,-2.89100003,0.0350000001,12.5410004,-4.68499994,0.998000026,-0.0,-1.08099997,2.25200009,-10.5469999,1.97000003,0.0340000018,2019.84,0,0,0,0,0,0,3,2
1_1_7_1,1,1,7,1,ATPHB71,ATPDB59,ATPHB71,DeuceCourt,179 KPH,Pronated,NA,-11.0970001,-0.996999979,2.77600002,1,Forced Error,NA,True,NA,ForeHand,0.52 Metre,NA,NA,False,False,True,4.94099998,3.70600009,0.0350000001,Wide,1.153,0.0,2.11899996,,,,,,,,,,,,,,,,1063.14,0,0,0,0,0,0,3,3
1_1_8_1,1,1,8,1,ATPHB71,ATPDB59,ATPDB59,AdCourt,157 KPH,Flat,2.29 Metre,-10.9960003,1.55400002,2.79999995,4,Faulty Serve,NA,False,NA,BackHand,2.12 Metre,Cross Court,NA,False,False,True,-7.89300013,4.615,0.0299999993,Wide,1.42400002,-0.0,-1.63199997,12.8190002,-5.21000004,0.76700002,-7.89300013,4.615,0.0299999993,12.8190002,-5.21000004,0.76700002,0.0,1.33899999,2.11599994,-7.89300013,4.615,0.0299999993,1115.34,1,0,0,0,0,0,4,3
1_1_8_2,1,1,8,2,ATPHB71,ATPDB59,ATPDB59,AdCourt,157 KPH,Flat,NA,-11.1899996,1.85399997,2.829,4,Winner,NA,False,Ground,BackHand,2.2 Metre,Cross Court,NA,False,False,True,5.95699978,-1.93599999,0.0289999992,Body,1.48000002,-0.0,-0.888000011,13.9180002,-5.38399982,0.722000003,-10.1529999,1.85300004,0.0350000001,11.6129999,-3.14100003,1.39199996,0.0,0.56400001,2.29900002,-9.29399967,3.29399991,0.0340000018,NA,0,0,0,0,0,0,4,3
