point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
1_1_1_1,1,1,1,1,ATPM0FH,ATPM0HU,ATPM0FH,DeuceCourt,179 KPH,Flat,NA,11.27,0.376,2.761,7,Unforced Error,NA,True,Ground,BackHand,0.49 Metre,NA,Net Error,False,False,True,-5.097,-3.172,0.036,Wide,1.12,0.0,-1.972,-11.145,4.369,1.389,-0.364,-1.761,0.036,-12.777,-5.114,1.277,-0.0,-2.983,1.845,7.405,-1.306,0.035,NA,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,ATPM0FH,ATPM0HU,ATPM0HU,AdCourt,168 KPH,Slice,NA,10.996,-0.866,2.739,6,Winner,NA,False,Volley,ForeHand,1.12 Metre,Cross Court,NA,False,False,True,-5.59,1.252,0.035,T,1.168,0.0,0.724,-5.481,-0.93,1.858,4.661,1.878,0.037,-13.361,1.691,1.351,-0.0,-0.382,2.318,10.498,-2.597,0.032,NA,0,0,0,0,0,0,1,0
1_1_3_1,1,1,3,1,ATPM0FH,ATPM0HU,ATPM0FH,DeuceCourt,175 KPH,Slice,NA,11.017,0.795,2.703,5,Unforced Error,NA,False,Ground,BackHand,1.41 Metre,NA,Wide Error,False,False,True,-4.51,-2.883,0.034,Wide,1.01,0.0,-1.633,-12.724,3.987,0.78,9.033,4.491,0.033,-12.61,-5.335,1.212,0.0,-2.349,1.268,6.651,-0.857,0.037,1816.98,0,0,0,0,0,0,1,1
1_1_4_1,1,1,4,1,ATPM0FH,ATPM0HU,ATPM0HU,AdCourt,183 KPH,Slice,NA,11.229,-0.754,2.727,12,Winner,NA,False,Volley,BackHand,1.74 Metre,Cross Court,NA,False,False,True,-5.926,3.395,0.039,Wide,1.202,0.0,2.11,-3.348,1.99,1.205,4.224,-3.295,0.037,-12.869,4.762,1.153,-0.0,1.357,1.008,5.283,-0.07,0.038,NA,0,0,0,0,0,0,2,1
1_1_5_1,1,1,5,1,ATPM0FH,ATPM0HU,ATPM0FH,DeuceCourt,190 KPH,Slice,NA,11.031,0.6,2.68,1,Winner,NA,False,NA,BackHand,1.14 Metre,Cross Court,NA,False,False,True,-5.831,-0.37,0.034,T,1.135,0.0,0.084,11.031,0.6,2.68,-5.831,-0.37,0.034,,,,,,,,,,NA,0,0,0,0,0,0,2,2
1_1_6_1,1,1,6,1,ATPM0FH,ATPM0HU,ATPM0FH,AdCourt,181.58 KPH,NA,0.35 Metre,11.074,-0.892,2.703,0,Faulty Serve,Net Error,True,NA,BackHand,0.86 Metre,NA,Net Error,False,False,True,0.349,-0.048,0.033,T,0.858,0.015,-0.2,11.074,-0.892,2.703,0.349,-0.048,0.033,,,,,,,,,,906.42,1,0,0,0,0,0,3,2
1_1_6_2,1,1,6,2,ATPM0FH,ATPM0HU,ATPM0FH,AdCourt,141 KPH,Pronated,NA,11.306,-1.186,2.736,5,Forced Error,NA,False,Volley,BackHand,1.33 Metre,NA,NA,False,False,True,-4.627,3.185,0.039,Wide,1.251,0.0,2.158,-4.621,1.581,1.161,5.271,4.339,0.033,-10.529,4.874,1.635,-0.0,1.069,1.797,10.88,-2.83,0.032,NA,0,0,0,0,0,0,3,2
1_2_1_1,1,2,1,1,ATPM0HU,ATPM0FH,ATPM0FH,DeuceCourt,176 KPH,Slice,NA,11.217,0.72,2.685,0,Unforced Error,NA,False,NA,BackHand,1.01 Metre,NA,NA,False,False,True,-4.649,-3.541,0.034,Wide,1.013,0.0,-2.178,11.217,0.72,2.685,-4.649,-3.541,0.034,,,,,,,,,,NA,0,0,0,0,0,0,0,0
1_2_2_1,1,2,2,1,ATPM0HU,ATPM0FH,ATPM0HU,AdCourt,183 KPH,Slice,NA,11.306,-1.16,2.669,3,Winner,NA,False,Ground,ForeHand,1.29 Metre,Cross Court,NA,False,False,True,-5.907,3.519,0.039,Wide,1.127,0.0,2.011,8.184,2.896,1.419,-8.25,-2.468,0.034,-13.685,5.308,1.101,-0.0,4.046,3.464,7.267,3.072,0.037,2483.28,0,0,0,0,0,0,0,1
1_2_3_1,1,2,3,1,ATPM0HU,ATPM0FH,ATPM0FH,DeuceCourt,167 KPH,Slice,NA,11.251,0.828,2.695,2,Unforced Error,NA,False,Ground,BackHand,1.95 Metre,NA,Long Error,False,False,True,-5.503,-3.852,0.036,Wide,1.167,0.0,-2.11,12.95,-2.508,1.107,-12.504,3.306,0.034,-13.078,-6.618,1.155,0.0,-4.364,1.721,9.045,-3.113,0.033,1666.38,0,0,0,0,0,0,1,1
